signature_id	species	function_label	perturbation_genes	split_group	split	assay_type	source	source_condition	cell_count	cardinality	original_partition	original_oof_fold	component_genes	mapping_status	label_policy	primary_label_score	candidate_label_count	benchmark_eligible	masked_perturbation_features
NORMAN::DUSP9	human	GO:0023052	DUSP9	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	DUSP9+ctrl	662	1	development	0	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	0.944008901563906	1	true	1
NORMAN::DUSP9+ETS2	human	GO:0006355	DUSP9+ETS2	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	DUSP9+ETS2	698	2	final_test	-1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	0.7498379344680383	4	true	2
NORMAN::DUSP9+IGDCC3	human	GO:0007155	DUSP9+IGDCC3	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	DUSP9+IGDCC3	323	2	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.0037145488635641	2	true	2
NORMAN::DUSP9+KLF1	human	GO:0030163	DUSP9+KLF1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	DUSP9+KLF1	320	2	development	2	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.1434414705947693	6	true	2
NORMAN::DUSP9+MAPK1	human	GO:0012501	DUSP9+MAPK1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	DUSP9+MAPK1	247	2	development	3	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.3092150894426096	6	true	2
NORMAN::DUSP9+PRTG	human	GO:0007155	DUSP9+PRTG	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	DUSP9+PRTG	238	2	final_test	-1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.0037145488635641	2	true	2
NORMAN::DUSP9+SNAI1	human	GO:0023052	DUSP9+SNAI1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	DUSP9+SNAI1	168	2	development	2	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.0013755963512512	5	true	2
NORMAN::EGR1	human	GO:0006355	EGR1	PGC_7671d4341ced	test	CRISPRa	Norman_CRISPRa	EGR1+ctrl	261	1	development	0	EGR1	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.666306521040085	6	true	1
NORMAN::ETS2	human	GO:0006355	ETS2	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	ETS2+ctrl|ctrl+ETS2	1031	1	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.4996758689360765	3	true	1
NORMAN::ETS2+IGDCC3	human	GO:0007155	ETS2+IGDCC3	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	ETS2+IGDCC3	365	2	development	3	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.0037145488635641	4	true	2
NORMAN::ETS2+IKZF3	human	GO:0006355	ETS2+IKZF3	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	ETS2+IKZF3	388	2	final_test	-1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.4163605428840722	3	true	2
NORMAN::ETS2+MAP7D1	human	GO:0007010	ETS2+MAP7D1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	ETS2+MAP7D1	265	2	development	0	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	0.7596860942164789	4	true	2
NORMAN::ETS2+MAPK1	human	GO:0012501	ETS2+MAPK1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	ETS2+MAPK1	432	2	development	3	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.3092150894426096	6	true	2
NORMAN::ETS2+PRTG	human	GO:0007155	ETS2+PRTG	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	ETS2+PRTG	354	2	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.0037145488635641	4	true	2
NORMAN::ETS2+TGFBR2	human	GO:0012501	ETS2+TGFBR2	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	TGFBR2+ETS2	275	2	development	2	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.6365188618032622	6	true	2
NORMAN::FEV	human	GO:0030154	FEV	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FEV+ctrl|ctrl+FEV	647	1	development	0	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.4405827892921905	2	true	1
NORMAN::FEV+ISL2	human	GO:0030154	FEV+ISL2	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FEV+ISL2	272	2	final_test	-1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.4383665080778947	3	true	2
NORMAN::FEV+MAP7D1	human	GO:0007010	FEV+MAP7D1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FEV+MAP7D1	246	2	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	0.7596860942164789	3	true	2
NORMAN::FOSB	human	GO:0006355	FOSB	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOSB+ctrl	502	1	development	2	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.1997406951488612	3	true	1
NORMAN::FOSB+IKZF3	human	GO:0006355	FOSB+IKZF3	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOSB+IKZF3	204	2	development	3	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.2663929559904645	5	true	2
NORMAN::FOSB+OSR2	human	GO:0006355	FOSB+OSR2	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOSB+OSR2	324	2	development	0	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.141419966912458	5	true	2
NORMAN::FOSB+PTPN12	human	GO:0006355	FOSB+PTPN12	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOSB+PTPN12	291	2	final_test	-1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	0.5998703475744306	4	true	2
NORMAN::FOSB+UBASH3B	human	GO:0042060	FOSB+UBASH3B	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOSB+UBASH3B	363	2	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.059755243873149	6	true	2
NORMAN::FOXA1	human	GO:0006325	FOXA1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOXA1+ctrl|ctrl+FOXA1	761	1	development	3	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.6530803438576882	4	true	1
NORMAN::FOXA1+FOXA3	human	GO:0006355	FOXA1+FOXA3	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOXA3+FOXA1	181	2	development	2	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.4996758689360765	5	true	2
NORMAN::FOXA1+FOXF1	human	GO:0006355	FOXA1+FOXF1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOXA1+FOXF1	237	2	development	3	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.5829911949880806	4	true	2
NORMAN::FOXA1+FOXL2	human	GO:0006355	FOXA1+FOXL2	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOXA1+FOXL2	179	2	final_test	-1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.5829911949880806	6	true	2
NORMAN::FOXA1+HOXB9	human	GO:0006355	FOXA1+HOXB9	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOXA1+HOXB9	266	2	development	0	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.2913875538060657	5	true	2
NORMAN::FOXA1+KLF1	human	GO:0006355	FOXA1+KLF1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	KLF1+FOXA1	323	2	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.6755637794903078	6	true	2
NORMAN::FOXA3	human	GO:0006355	FOXA3	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOXA3+ctrl	409	1	development	2	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.4996758689360765	4	true	1
