signature_id	species	function_label	perturbation_genes	split_group	split	assay_type	source	subseries	subseries_response_class	target_raw	target_stable_id	target_resolution_method	target_resolution_candidates	target_ncbi_gene_id	final_matrix_sample_titles	source_sample_titles	source_title_match_methods	source_title_removed_prefixes	source_gsm_accessions	n_source_arrays	mutant_channels	dye_swap_complete	control_sources	platform	benchmark_ready	benchmark_blocker	mapping_status	label_policy	primary_label_score	candidate_label_count	split_origin	benchmark_eligible	input_function_label	subseries_response_class_role
GSE42526:YLR455W	yeast	GO:0006355	YLR455W	YPG_c296aa924706	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	YLR455W	YLR455W	direct_systematic_name			ylr455w-del-2-a;ylr455w-del-2-c	[hs1990] ylr455w-del-2-a;[hs1990] ylr455w-del-2-c	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1107021;GSM1107022	2	ch2;ch2	0	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.34970828204	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:HAM1	yeast	GO:0055086	YJR069C	YPG_328966c3e584	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	HAM1	YJR069C	gpl11232_primary_name			ham1-del-1-b	[hs1990] ham1-del-1-b	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106391	1	ch1	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.029378406	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:RTR2	yeast	GO:0016073	YDR066C	YPG_9fa54cf8745a	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	RTR2	YDR066C	gpl11232_primary_name			rtr2-del-1-b	[hs1990] rtr2-del-1-b	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106752	1	ch1	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.10243337121	3	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:HOP2	yeast	GO:0140013	YGL033W	YPG_fb7b371cfdf8	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	HOP2	YGL033W	gpl11232_primary_name			hop2-del-2-b;hop2-del-2-a	[hs1990] hop2-del-2-b;[hs1990] hop2-del-2-a	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106402;GSM1106401	2	ch1;ch2	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.23464065584	4	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:RDI1	yeast	GO:0007010	YDL135C	YPG_4a51a324bab1	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	RDI1	YDL135C	gpl11232_primary_name			rdi1-del-2-a	[hs1990] rdi1-del-2-a	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106696	1	ch2	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.10374610706	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:DUS3	yeast	GO:0006399	YLR401C	YPG_9302a810c837	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	DUS3	YLR401C	gpl11232_primary_name			dus3-del-2-a;dus3-del-2-b	[hs1990] dus3-del-2-a;[hs1990] dus3-del-2-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106308;GSM1106309	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.87263398019	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:SSD1	yeast	GO:0016071	YDR293C	YPG_a6bf6b638e25	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	SSD1	YDR293C	gpl11232_primary_name			ssd1-del-2-a	[hs1990] ssd1-del-2-a	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106825	1	ch2	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.8000992844	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:MER1	yeast	GO:0140013	YNL210W	YPG_eee60b21344f	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	MER1	YNL210W	gpl11232_primary_name			mer1-del-2-a;mer1-del-1-b	[hs1990] mer1-del-2-a;[hs1990] mer1-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106499;GSM1106498	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.23464065584	3	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:HMT1	yeast	GO:0006766	YBR034C	YPG_8773d678c4e2	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	HMT1	YBR034C	gpl11232_primary_name			hmt1-del-2-a;hmt1-del-2-b	hmt1-del-2-a;hmt1-del-2-b	exact;exact	;	GSM636425;GSM636426	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.57052521416	5	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:QRI7	yeast	GO:0140053	YDL104C	YPG_8e84da68414b	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	QRI7	YDL104C	gpl11232_primary_name			qri7-del-1-a;qri7-del-1-b	[hs1990] qri7-del-1-a;[hs1990] qri7-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106676;GSM1106677	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.60972643422	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:OPY2	yeast	GO:0072659	YPR075C	YPG_1ad7a5d79267	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	OPY2	YPR075C	gpl11232_primary_name			opy2-del-2-a;opy2-del-2-b	[hs1990] opy2-del-2-a;[hs1990] opy2-del-2-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106599;GSM1106600	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	4.80431374194	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:LUG1	yeast	GO:0042254	YCR087C-A	YPG_4777911899de	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	LUG1	YCR087C-A	gpl11232_primary_name			lug1-del-3-b;lug1-del-3-a	[hs1990] lug1-del-3-b;[hs1990] lug1-del-3-a	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106471;GSM1106470	2	ch1;ch2	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.68575380944	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:INO1	yeast	GO:0006629	YJL153C	YPG_8138c819a3a5	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	INO1	YJL153C	gpl11232_primary_name			ino1-del-1-b	[hs1990] ino1-del-1-b	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106445	1	ch1	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	0.744791331041	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:NHP6B	yeast	GO:0006351	YBR089C-A	YPG_ebc6f9424c0c	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	NHP6B	YBR089C-A	gpl11232_primary_name			nhp6b-del-3-a;nhp6b-del-3-b	nhp6b-del-3-a;nhp6b-del-3-b	exact;exact	;	GSM636502;GSM636503	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.7357347356	3	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:TAX4	yeast	GO:0006914	YJL083W	YPG_b258d6a896f6	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	TAX4	YJL083W	gpl11232_primary_name			tax4-del-1-a;tax4-del-1-b	[hs1990] tax4-del-1-a;[hs1990] tax4-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106841;GSM1106842	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.4269880508	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:ATG31	yeast	GO:0006914	YDR022C	YPG_53f6616f4507	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	ATG31	YDR022C	gpl11232_unique_synonym			atg31-del-1-a;atg31-del-1-b	[hs1990] atg31-del-1-a;[hs1990] atg31-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106174;GSM1106175	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.4269880508	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:NCL1	yeast	GO:0006399	YBL024W	YPG_078f3a1bda29	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	NCL1	YBL024W	gpl11232_primary_name			ncl1-del-1-b	[hs1990] ncl1-del-1-b	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106565	1	ch1	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.58537058217	3	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:CPT1	yeast	GO:0006629	YNL130C	YPG_c7e49c62f3f5	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	CPT1	YNL130C	gpl11232_primary_name			cpt1-del-1-b	[hs1990] cpt1-del-1-b	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106234	1	ch1	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.5512939438	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:TEA1	yeast	GO:0006351	YOR337W	YPG_60a0bff1ef06	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	TEA1	YOR337W	gpl11232_primary_name			tea1-del-1-b	[hs1990] tea1-del-1-b	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106848	1	ch1	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.46216126204	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:PES4	yeast	GO:0016071	YFR023W	YPG_e445555ad71a	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	PES4	YFR023W	gpl11232_primary_name			pes4-del-2-a;pes4-del-2-b	[hs1990] pes4-del-2-a;[hs1990] pes4-del-2-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106629;GSM1106630	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.07709279385	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:ATG16	yeast	GO:0006914	YMR159C	YPG_dc94a48705d1	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	ATG16	YMR159C	gpl11232_primary_name			atg16-del-1-a;atg16-del-1-b	[hs1990] atg16-del-1-a;[hs1990] atg16-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106160;GSM1106161	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.4269880508	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:ATG19	yeast	GO:0006914	YOL082W	YPG_79f70cb827d2	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	ATG19	YOL082W	gpl11232_primary_name			atg19-del-1-a;atg19-del-1-b	[hs1990] atg19-del-1-a;[hs1990] atg19-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106164;GSM1106165	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.4269880508	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:ATG29	yeast	GO:0006914	YPL166W	YPG_5c8cc8249eab	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	ATG29	YPL166W	gpl11232_primary_name			atg29-del-1-a	[hs1990] atg29-del-1-a	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106171	1	ch2	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.4269880508	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:ATG6	yeast	GO:0006914	YPL120W	YPG_ab2dc85afa24	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	ATG6	YPL120W	gpl11232_unique_synonym			atg6-del-1-a;atg6-del-1-b	[hs1990] atg6-del-1-a;[hs1990] atg6-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106180;GSM1106181	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.4269880508	4	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:ATG20	yeast	GO:0006914	YDL113C	YPG_fdceb1d5ac9d	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	ATG20	YDL113C	gpl11232_primary_name			atg20-del-1-a;atg20-del-1-b	[hs1990] atg20-del-1-a;[hs1990] atg20-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106167;GSM1106168	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.08428924572	3	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:ATG9	yeast	GO:0006914	YDL149W	YPG_02f2d1bac6ce	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	ATG9	YDL149W	gpl11232_primary_name			atg9-del-1-a;atg9-del-1-b	[hs1990] atg9-del-1-a;[hs1990] atg9-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106186;GSM1106187	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.4269880508	3	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:ECM23	yeast	GO:0006355	YPL021W	YPG_b00516ccb40f	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	ECM23	YPL021W	gpl11232_primary_name			ecm23-del-3-b;ecm23-del-3-a	[hs1990] ecm23-del-3-b;[hs1990] ecm23-del-3-a	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106315;GSM1106314	2	ch1;ch2	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	0.648008091516	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:ATG27	yeast	GO:0006914	YJL178C	YPG_b93d6f47cce0	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	ATG27	YJL178C	gpl11232_primary_name			atg27-del-1-a;atg27-del-1-b	[hs1990] atg27-del-1-a;[hs1990] atg27-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106169;GSM1106170	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.08428924572	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:ATG13	yeast	GO:0006914	YPR185W	YPG_9e22de47d1d3	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	ATG13	YPR185W	gpl11232_primary_name			atg13-del-1-a;atg13-del-1-b	[hs1990] atg13-del-1-a;[hs1990] atg13-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106158;GSM1106159	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.4269880508	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:YMR1	yeast	GO:0006629	YJR110W	YPG_483e616282c9	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	YMR1	YJR110W	gpl11232_primary_name			ymr1-del-1-b	[hs1990] ymr1-del-1-b	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1107032	1	ch1	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.91517770839	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:IES4	yeast	GO:0032200	YOR189W	YPG_481fcf70d18a	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	IES4	YOR189W	gpl11232_primary_name			ies4-del-2-a;ies4-del-2-b	ies4-del-2-a;ies4-del-2-b	exact;exact	;	GSM636446;GSM636447	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.58258641018	5	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:SGF11	yeast	GO:0006355	YPL047W	YPG_cbac747c028d	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	SGF11	YPL047W	gpl11232_primary_name			sgf11-del-2-a;sgf11-del-2-b	sgf11-del-2-a;sgf11-del-2-b	exact;exact	;	GSM636565;GSM636566	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.66630652104	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:SMM1	yeast	GO:0006399	YNR015W	YPG_0e88e225e872	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	SMM1	YNR015W	gpl11232_primary_name			smm1-del-1-a;smm1-del-1-b	[hs1990] smm1-del-1-a;[hs1990] smm1-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106795;GSM1106796	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.19181553354	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:ATG2	yeast	GO:0006914	YNL242W	YPG_11fdd27f4637	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	ATG2	YNL242W	gpl11232_primary_name			atg2-del-1-b	[hs1990] atg2-del-1-b	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106166	1	ch1	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.4269880508	5	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:YNL155W	yeast	GO:0030163	YNL155W	YPG_9e91acf64df3	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	YNL155W	YNL155W	direct_systematic_name			ynl155w-del-1-a;ynl155w-del-1-b	[hs1990] ynl155w-del-1-a;[hs1990] ynl155w-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1107040;GSM1107041	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.28688294119	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:BMH2	yeast	GO:0006260	YDR099W	YPG_f788921adfa7	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	BMH2	YDR099W	gpl11232_primary_name			bmh2-del-3-b;bmh2-del-3-a	[hs1990] bmh2-del-3-b;[hs1990] bmh2-del-3-a	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106195;GSM1106194	2	ch1;ch2	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.02113719393	8	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:UPC2	yeast	GO:0006355	YDR213W	YPG_d2d2cd33e523	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	UPC2	YDR213W	gpl11232_primary_name			upc2-del-3-b;upc2-del-3-a	[hs1990] upc2-del-3-b;[hs1990] upc2-del-3-a	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106920;GSM1106919	2	ch1;ch2	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.49967586894	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:GCN2	yeast	GO:0023052	YDR283C	YPG_72d86e0389e4	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	GCN2	YDR283C	gpl11232_primary_name			gcn2-del-3-b;gcn2-del-3-a	[hs1990] gcn2-del-3-b;[hs1990] gcn2-del-3-a	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106364;GSM1106363	2	ch1;ch2	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.30708924832	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:YPT31	yeast	GO:0016192	YER031C	YPG_41c2e39c9561	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	YPT31	YER031C	gpl11232_primary_name			ypt31-del-3-b;ypt31-del-3-a	[hs1990] ypt31-del-3-b;[hs1990] ypt31-del-3-a	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1107072;GSM1107071	2	ch1;ch2	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.5893895875	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:TOF1	yeast	GO:0006260	YNL273W	YPG_46534ab81300	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	TOF1	YNL273W	gpl11232_primary_name			tof1-del-2-a;tof1-del-2-b	[hs1990] tof1-del-2-a;[hs1990] tof1-del-2-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106862;GSM1106863	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.72979900485	3	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:TPK2	yeast	GO:0023052	YPL203W	YPG_aa87fbb33fd7	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	TPK2	YPL203W	gpl11232_primary_name			tpk2-del-3-a;tpk2-del-3-b	tpk2-del-3-a;tpk2-del-3-b	exact;exact	;	GSM819652;GSM819653	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	0.952868062025	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:STI1	yeast	GO:0006457	YOR027W	YPG_5d0475853ddf	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	STI1	YOR027W	gpl11232_primary_name			sti1-del-2-a;sti1-del-2-b	[hs1990] sti1-del-2-a;[hs1990] sti1-del-2-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106830;GSM1106831	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.63116840141	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
