human_target_symbol	yeast_deletion_target	component_id	split	eligible_primary_human_target
TUBB4B	YML124C	ORTHOCC_2618E990E169542B	train	1
TWF1	YGR080W	ORTHOCC_880511A84EACF2EB	train	1
TWF2	YGR080W	ORTHOCC_880511A84EACF2EB	train	1
TXN	YGR209C	ORTHOCC_4A65DEC6CAB97C2A	train	1
TXN	YLR043C	ORTHOCC_4A65DEC6CAB97C2A	train	1
UBA3	YPR066W	ORTHOCC_2F534B2CA3E99C23	train	1
UBC	YHL010C	ORTHOCC_200728C1B5A0780F	train	1
UBC	YLL039C	ORTHOCC_200728C1B5A0780F	train	1
UBC	YOR052C	ORTHOCC_200728C1B5A0780F	train	1
UBE2A	YGL058W	ORTHOCC_370968C734494B31	train	1
UBE2B	YGL058W	ORTHOCC_370968C734494B31	train	1
UBE2D1	YBR082C	ORTHOCC_F0F82DA68418A413	train	1
UBE2D1	YDR059C	ORTHOCC_F0F82DA68418A413	train	1
UBE2D2	YBR082C	ORTHOCC_F0F82DA68418A413	train	1
UBE2D2	YDR059C	ORTHOCC_F0F82DA68418A413	train	1
UBE2D3	YBR082C	ORTHOCC_F0F82DA68418A413	train	1
UBE2D3	YDR059C	ORTHOCC_F0F82DA68418A413	train	1
UBE2D4	YBR082C	ORTHOCC_F0F82DA68418A413	train	1
UBE2D4	YDR059C	ORTHOCC_F0F82DA68418A413	train	1
UBE2E1	YBR082C	ORTHOCC_F0F82DA68418A413	train	1
UBE2E1	YDR059C	ORTHOCC_F0F82DA68418A413	train	1
UBE2E3	YBR082C	ORTHOCC_F0F82DA68418A413	train	1
UBE2E3	YDR059C	ORTHOCC_F0F82DA68418A413	train	1
UBE2G2	YMR022W	ORTHOCC_E89873FAEB054A75	train	1
UBE2H	YEL012W	ORTHOCC_1B71025E5A7B2FAF	train	1
UBE2J2	YER100W	ORTHOCC_0C88AAA465A63B15	train	1
UBE2M	YLR306W	ORTHOCC_ED3B265AE86141B3	validation	1
UBE2N	YBR082C	ORTHOCC_F0F82DA68418A413	train	1
UBE2N	YDR059C	ORTHOCC_F0F82DA68418A413	train	1
UBE2T	YBR082C	ORTHOCC_F0F82DA68418A413	train	1
UBE2T	YDR059C	ORTHOCC_F0F82DA68418A413	train	1
UBE2V1	YGL087C	ORTHOCC_63BF562214D09961	test	1
UBE2V2	YGL087C	ORTHOCC_63BF562214D09961	test	1
UBE3B	YGL141W	ORTHOCC_EE319024A51FBF3E	train	1
UBE3C	YGL141W	ORTHOCC_EE319024A51FBF3E	train	1
UBE4B	YDL190C	ORTHOCC_742E96ED02391EE0	train	1
UBL5	YNR032C-A	ORTHOCC_9439E14FEEE341B3	validation	1
UBQLN1	YMR276W	ORTHOCC_9B5E3F44A1ADBC5E	train	1
UBQLN2	YMR276W	ORTHOCC_9B5E3F44A1ADBC5E	train	1
UBQLN4	YMR276W	ORTHOCC_9B5E3F44A1ADBC5E	train	1
UBR1	YGR184C	ORTHOCC_32EB20B9EBEAFEC9	train	1
UBR2	YGR184C	ORTHOCC_32EB20B9EBEAFEC9	train	1
UBTF	YMR072W	ORTHOCC_72837A0B8212E769	train	1
UBXN7	YDR330W	ORTHOCC_F451B9D4C2ADB1DC	train	1
UCHL3	YJR099W	ORTHOCC_B8510D50C0F66AA4	train	1
UPF1	YMR080C	ORTHOCC_2AB41E87DBB84D3A	test	1
UPF2	YHR077C	ORTHOCC_0C4FBEA89FE3132F	train	1
URM1	YIL008W	ORTHOCC_4C175FF2E0E33F9C	train	1
USP10	YER151C	ORTHOCC_6BF0364F66FD531E	train	1
USP11	YJL197W	ORTHOCC_393E32103BBDDC9E	train	1
USP12	YBL067C	ORTHOCC_16C63543D3DCDD4C	train	1
USP12	YER098W	ORTHOCC_16C63543D3DCDD4C	train	1
USP13	YBR058C	ORTHOCC_4F8E841F0192F6FC	test	1
USP14	YFR010W	ORTHOCC_61F8D5BE8255959C	train	1
USP15	YJL197W	ORTHOCC_393E32103BBDDC9E	train	1
USP22	YMR223W	ORTHOCC_2720810F3E7ABD52	validation	1
USP3	YMR223W	ORTHOCC_2720810F3E7ABD52	validation	1
USP4	YJL197W	ORTHOCC_393E32103BBDDC9E	train	1
USP46	YBL067C	ORTHOCC_16C63543D3DCDD4C	train	1
USP46	YER098W	ORTHOCC_16C63543D3DCDD4C	train	1
USP5	YBR058C	ORTHOCC_4F8E841F0192F6FC	test	1
USP51	YMR223W	ORTHOCC_2720810F3E7ABD52	validation	1
USP7	YMR304W	ORTHOCC_071152CD484F41FB	train	1
VAPA	YER120W	ORTHOCC_573CC4AFA3598530	train	1
VAPB	YER120W	ORTHOCC_573CC4AFA3598530	train	1
VPS11	YMR231W	ORTHOCC_B35EEBF5F524F862	train	1
VPS13A	YLL040C	ORTHOCC_293F2876A8E72147	train	1
VPS13C	YLL040C	ORTHOCC_293F2876A8E72147	train	1
VPS16	YPL045W	ORTHOCC_5921A015BA180309	train	1
VPS18	YLR148W	ORTHOCC_1BC3A24F907509A1	train	1
VPS25	YJR102C	ORTHOCC_F49F347F075514FB	train	1
VPS28	YPL065W	ORTHOCC_B1B48BCAFCA1FF1A	test	1
VPS41	YDR080W	ORTHOCC_6971F0BD8DE1620A	train	1
VPS4A	YPR173C	ORTHOCC_4FC3F3423F0C1F0A	test	1
VPS4B	YPR173C	ORTHOCC_4FC3F3423F0C1F0A	test	1
WDHD1	YPR135W	ORTHOCC_87B19A74063C2140	test	1
WDR5	YBR175W	ORTHOCC_E6611E648C2652AC	validation	1
WDR82	YDR364C	ORTHOCC_F265E9C1DEDB6B02	validation	1
WDR82	YGL004C	ORTHOCC_F265E9C1DEDB6B02	validation	1
WDR82	YPL247C	ORTHOCC_F265E9C1DEDB6B02	validation	1
WRNIP1	YNL218W	ORTHOCC_1B565CD09B0B1603	train	1
XPO5	YDR335W	ORTHOCC_D50E3A09017907F4	train	1
XPOT	YKL205W	ORTHOCC_201EB3034EEBC7D5	test	1
XRCC6	YMR284W	ORTHOCC_7E841468ECEACD2B	train	1
XRN1	YGL173C	ORTHOCC_790827B798B1536D	train	1
YEATS4	YNL107W	ORTHOCC_25B7E410A54F9DAE	train	1
YOD1	YFL044C	ORTHOCC_C3E3B682BBA7F3D7	train	1
YWHAE	YDR099W	ORTHOCC_BE90B075EA5035F5	train	1
YWHAE	YER177W	ORTHOCC_BE90B075EA5035F5	train	1
YWHAH	YDR099W	ORTHOCC_BE90B075EA5035F5	train	1
YWHAH	YER177W	ORTHOCC_BE90B075EA5035F5	train	1
YWHAQ	YDR099W	ORTHOCC_BE90B075EA5035F5	train	1
YWHAQ	YER177W	ORTHOCC_BE90B075EA5035F5	train	1
YWHAZ	YDR099W	ORTHOCC_BE90B075EA5035F5	train	1
YWHAZ	YER177W	ORTHOCC_BE90B075EA5035F5	train	1
ZC3H15	YOR091W	ORTHOCC_5787AE75E0E44937	train	1
ZDHHC14	YLR246W	ORTHOCC_6EAB4C8E018CA1B1	train	1
ZDHHC18	YLR246W	ORTHOCC_6EAB4C8E018CA1B1	train	1
ZDHHC9	YLR246W	ORTHOCC_6EAB4C8E018CA1B1	train	1
ZFAND1	YNL155W	ORTHOCC_97886D520A7CF4A4	test	1
ZNF593	YLR074C	ORTHOCC_ABBB6347C18C2024	test	1
ZNF622	YLR387C	ORTHOCC_0526D9B247A640C9	train	1
