yeast_systematic	yeast_common	yeast_uniprot	yeast_omaid	human_symbol	human_uniprot	human_omaid	ortholog_type	score	distance	is_main_isoform_pair	source
YJR076C	CDC11	P32458	YEAST03491	SEPTIN5	G3XAH0	HUMAN59202	m:n	854.760009765625	93.0	yes	OMA All.May2026 (API)
YJL143W	TIM17	P39515	YEAST03495	TIMM17A	Q99595	HUMAN54154	1:n	573.5700073242188	84.0	yes	OMA All.May2026 (API)
YJL059W	YHC3	P47040	YEAST03496	CLN3	Q13286	HUMAN27432	1:n	702.989990234375	116.0	yes	OMA All.May2026 (API)
YJR078W	BNA2	P47125	YEAST03497	IDO1	P14902	HUMAN93566	1:n	583.4299926757812	131.0	yes	OMA All.May2026 (API)
YJL125C	GCD14	P46959	YEAST03500	TRMT61A	Q96FX7	HUMAN21441	1:1	669.27001953125	94.0	yes	OMA All.May2026 (API)
YJR143C	PMT4	P46971	YEAST03507	POMT1	Q9Y6A1	HUMAN98956	1:1	1087.0	143.0	yes	OMA All.May2026 (API)
YJL177W	RPL17B	P46990	YEAST03509	RPL17	P18621	HUMAN38450	m:n	827.489990234375	56.0	yes	OMA All.May2026 (API)
YJR151C	DAN4	P47179	YEAST03511	RTL9	Q8NET4	HUMAN101850	1:1	239.02999877929688	192.0	yes	OMA All.May2026 (API)
YJR024C	MDE1	P47095	YEAST03512	APIP	Q96GX9	HUMAN05363	1:1	742.5	78.0	yes	OMA All.May2026 (API)
YJR068W	RFC2	P40348	YEAST03514	RFC4	P35249	HUMAN73932	1:1	1359.010009765625	65.0	yes	OMA All.May2026 (API)
YJR017C	ESS1	P22696	YEAST03515	PIN1	Q13526	HUMAN40547	1:1	517.4199829101562	84.0	yes	OMA All.May2026 (API)
YJR058C	APS2	Q00381	YEAST03516	AP2S1	P53680	HUMAN44613	1:n	537.8400268554688	79.0	yes	OMA All.May2026 (API)
YJL026W	RNR2	P09938	YEAST03518	RRM2B	Q7LG56	HUMAN95039	1:n	2118.570068359375	40.31679916381836	yes	OMA All.May2026 (API)
YJL026W	RNR2	P09938	YEAST03518	RRM2	P31350	HUMAN61511	1:n	2187.35009765625	36.92369842529297	yes	OMA All.May2026 (API)
YJR159W	SOR1	P35497	YEAST03522	SORD	Q00796	HUMAN22836	m:1	1057.280029296875	93.0	yes	OMA All.May2026 (API)
YJL101C	GSH1	P32477	YEAST03525	GCLC	P48506	HUMAN85231	1:1	1863.3199462890625	82.0	yes	OMA All.May2026 (API)
YJL080C	SCP160	P06105	YEAST03528	HDLBP	Q00341	HUMAN67999	1:1	649.989990234375	177.0	yes	OMA All.May2026 (API)
YJR013W	GPI14	P47088	YEAST03530	PIGM	Q9H3S5	HUMAN52999	1:1	1056.1500244140625	103.0	yes	OMA All.May2026 (API)
YJL121C	RPE1	P46969	YEAST03532	RPEL1	Q2QD12	HUMAN02821	1:n	1032.8800048828125	63.0	yes	OMA All.May2026 (API)
YJL121C	RPE1	P46969	YEAST03532	RPE	Q96AT9	HUMAN66691	1:n	1107.260009765625	58.0	yes	OMA All.May2026 (API)
YKR059W	TIF1; TIF2	P10081	YEAST03533	EIF4A3	P38919	HUMAN36790	m:n	2295.14990234375	43.064701080322266	yes	OMA All.May2026 (API)
YKR059W	TIF1; TIF2	P10081	YEAST03533	EIF4A2	Q14240	HUMAN73927	m:n	2376.889892578125	41.21269989013672	yes	OMA All.May2026 (API)
YKR059W	TIF1; TIF2	P10081	YEAST03533	EIF4A1	P60842	HUMAN31446	m:n	2415.340087890625	40.31679916381836	yes	OMA All.May2026 (API)
YJR047C	ANB1	P19211	YEAST03534	EIF5A2	Q9GZV4	HUMAN73386	m:n	939.0399780273438	41.21269989013672	yes	OMA All.May2026 (API)
YJR047C	ANB1	P19211	YEAST03534	EIF5A	P63241	HUMAN31349	m:n	942.1500244140625	43.064701080322266	yes	OMA All.May2026 (API)
YJL069C	UTP18	P40362	YEAST03540	UTP18	Q9Y5J1	HUMAN35046	1:1	586.52001953125	142.0	yes	OMA All.May2026 (API)
YJL045W		P47052	YEAST03541	SDHA	P31040	HUMAN78465	m:1	3857.77001953125	38.58290100097656	yes	OMA All.May2026 (API)
YJL091C	GWT1	P47026	YEAST03542	PIGW	Q7Z7B1	HUMAN33158	1:1	662.5999755859375	127.0	yes	OMA All.May2026 (API)
YJR148W	BAT2	P47176	YEAST03547	BCAT2	O15382	HUMAN44874	m:n	1194.969970703125	81.0	yes	OMA All.May2026 (API)
YJR148W	BAT2	P47176	YEAST03547	BCAT1	P54687	HUMAN11665	m:n	1284.8299560546875	78.0	yes	OMA All.May2026 (API)
YJL046W	AIM22	P47051	YEAST03549	LIPT1	Q9Y234	HUMAN63992	1:1	447.04998779296875	125.0	yes	OMA All.May2026 (API)
YJR123W	RPS5	P26783	YEAST03550	RPS5	P46782	HUMAN46643	1:1	1336.9100341796875	30.97010040283203	yes	OMA All.May2026 (API)
YJR102C	VPS25	P47142	YEAST03554	VPS25	Q9BRG1	HUMAN33926	1:1	321.4200134277344	120.0	yes	OMA All.May2026 (API)
YJL155C	FBP26	P32604	YEAST03556	PFKFB4	Q16877	HUMAN69843	1:n	1579.9000244140625	77.0	yes	OMA All.May2026 (API)
YJL155C	FBP26	P32604	YEAST03556	PFKFB3	Q16875	HUMAN00185	1:n	1580.02001953125	79.0	yes	OMA All.May2026 (API)
YJL155C	FBP26	P32604	YEAST03556	PFKFB1	P16118	HUMAN100885	1:n	1588.68994140625	76.0	yes	OMA All.May2026 (API)
YJL155C	FBP26	P32604	YEAST03556	PFKFB2	O60825	HUMAN54510	1:n	1633.699951171875	73.0	yes	OMA All.May2026 (API)
YJL154C	VPS35	P34110	YEAST03557	VPS35	Q96QK1	HUMAN28086	1:1	1580.27001953125	105.0	yes	OMA All.May2026 (API)
YJL035C	TAD2	P47058	YEAST03559	ADAT2	Q7Z6V5	HUMAN86833	1:1	439.1000061035156	99.0	yes	OMA All.May2026 (API)
YJL053W	PEP8	P40335	YEAST03566	VPS26A	O75436	HUMAN01416	1:n	836.4199829101562	85.0	yes	OMA All.May2026 (API)
YJL053W	PEP8	P40335	YEAST03566	VPS26B	Q4G0F5	HUMAN10312	1:n	866.9000244140625	83.0	yes	OMA All.May2026 (API)
YJR104C	SOD1	P00445	YEAST03568	SOD1	P00441	HUMAN58256	1:1	692.1599731445312	65.0	yes	OMA All.May2026 (API)
YJR070C	LIA1	P47120	YEAST03571	DOHH	Q9BU89	HUMAN39728	1:1	950.8300170898438	78.0	yes	OMA All.May2026 (API)
YJL126W	NIT2	P47016	YEAST03573	NIT1	Q86X76	HUMAN53128	1:1	703.1500244140625	106.0	yes	OMA All.May2026 (API)
YJL214W	HXT8	P40886	YEAST03574	SLC2A10	O95528	HUMAN57391	m:n	267.489990234375	181.0	yes	OMA All.May2026 (API)
YJL214W	HXT8	P40886	YEAST03574	SLC2A12	Q8TD20	HUMAN86606	m:n	375.3999938964844	160.0	yes	OMA All.May2026 (API)
YJL214W	HXT8	P40886	YEAST03574	SLC2A9	Q9NRM0	HUMAN74893	m:n	376.6300048828125	198.0	yes	OMA All.May2026 (API)
YJL214W	HXT8	P40886	YEAST03574	SLC2A13	Q96QE2	HUMAN12013	m:n	392.32000732421875	165.0	yes	OMA All.May2026 (API)
YJL214W	HXT8	P40886	YEAST03574	SLC2A6	Q9UGQ3	HUMAN99148	m:n	420.0899963378906	169.0	yes	OMA All.May2026 (API)
YJL214W	HXT8	P40886	YEAST03574	SLC2A3	P11169	HUMAN10977	m:n	434.4100036621094	176.0	yes	OMA All.May2026 (API)
YJL214W	HXT8	P40886	YEAST03574	SLC2A5	P22732	HUMAN47323	m:n	439.4800109863281	159.0	yes	OMA All.May2026 (API)
YJL214W	HXT8	P40886	YEAST03574	SLC2A4	P14672	HUMAN31341	m:n	446.42999267578125	168.0	yes	OMA All.May2026 (API)
YJL214W	HXT8	P40886	YEAST03574	SLC2A7	Q6PXP3	HUMAN47322	m:n	446.4700012207031	160.0	yes	OMA All.May2026 (API)
YJL214W	HXT8	P40886	YEAST03574	SLC2A1	P11166	HUMAN49272	m:n	448.57000732421875	175.0	yes	OMA All.May2026 (API)
YJL214W	HXT8	P40886	YEAST03574	SLC2A2	P11168	HUMAN73390	m:n	466.2300109863281	161.0	yes	OMA All.May2026 (API)
YJL214W	HXT8	P40886	YEAST03574	SLC2A8	Q9NY64	HUMAN98489	m:n	477.42999267578125	163.0	yes	OMA All.May2026 (API)
YJL191W	RPS14B	P39516	YEAST03580	RPS14	P62263	HUMAN81728	m:1	1194.760009765625	14.350099563598633	yes	OMA All.May2026 (API)
YJR022W	LSM8	P47093	YEAST03589	LSM8	O95777	HUMAN91013	1:1	181.92999267578125	117.0	yes	OMA All.May2026 (API)
YJL196C	ELO1	P39540	YEAST03597	ELOVL5	Q9NYP7	HUMAN85228	m:n	227.25	153.0	yes	OMA All.May2026 (API)
YJL196C	ELO1	P39540	YEAST03597	ELOVL7	A1L3X0	HUMAN79282	m:n	253.92999267578125	152.0	yes	OMA All.May2026 (API)
YJL196C	ELO1	P39540	YEAST03597	ELOVL2	Q9NXB9	HUMAN83122	m:n	256.6400146484375	147.0	yes	OMA All.May2026 (API)
YJL196C	ELO1	P39540	YEAST03597	ELOVL6	Q9H5J4	HUMAN77013	m:n	326.9800109863281	149.0	yes	OMA All.May2026 (API)
YJL097W	PHS1	P40857	YEAST03607	HACD1	B0YJ81	HUMAN00434	1:n	386.8399963378906	121.0	yes	OMA All.May2026 (API)
YJL097W	PHS1	P40857	YEAST03607	HACD2	Q6Y1H2	HUMAN71930	1:n	399.20001220703125	125.0	yes	OMA All.May2026 (API)
YJR132W	NMD5	P46970	YEAST03609	IPO8	O15397	HUMAN11871	1:n	902.75	162.0	yes	OMA All.May2026 (API)
YJR132W	NMD5	P46970	YEAST03609	IPO7	O95373	HUMAN04569	1:n	938.489990234375	153.0	yes	OMA All.May2026 (API)
YJL102W	MEF2	P39677	YEAST03614	GFM2	Q969S9	HUMAN79656	1:1	1495.93994140625	101.0	yes	OMA All.May2026 (API)
YJR134C	SGM1	P47166	YEAST03625	SLMAP	A0A590UJK3	HUMAN70693	1:1	188.07000732421875	199.0	yes	OMA All.May2026 (API)
YKR092C	SRP40	P32583	YEAST03630	TGOLN2	O43493	HUMAN63516	1:1	274.2200012207031	138.0	yes	OMA All.May2026 (API)
YKL180W	RPL17A	P05740	YEAST03635	RPL17	P18621	HUMAN38450	m:n	830.0999755859375	55.0	yes	OMA All.May2026 (API)
YKR014C	YPT52	P36018	YEAST03640	RAB5B	P61020	HUMAN13374	m:n	743.6300048828125	54.0	yes	OMA All.May2026 (API)
YKR014C	YPT52	P36018	YEAST03640	RAB5C	P51148	HUMAN33779	m:n	776.760009765625	51.0	yes	OMA All.May2026 (API)
YKR014C	YPT52	P36018	YEAST03640	RAB5A	P20339	HUMAN68843	m:n	794.1500244140625	50.0	yes	OMA All.May2026 (API)
YKL110C	KTI12	P34253	YEAST03643	KTI12	Q96EK9	HUMAN49866	1:1	315.29998779296875	133.0	yes	OMA All.May2026 (API)
YKL094W	YJU3	P28321	YEAST03644	MGLL	Q99685	HUMAN72099	1:1	222.16000366210938	191.0	yes	OMA All.May2026 (API)
YKR094C	RPL40B	P0CH09	YEAST03645	UBA52	P62987	HUMAN42004	m:1	1309.4200439453125	10.549200057983398	yes	OMA All.May2026 (API)
YKR052C	MRS4	P23500	YEAST03648	SLC25A28	Q96A46	HUMAN02467	m:n	788.0599975585938	102.0	yes	OMA All.May2026 (API)
YKR052C	MRS4	P23500	YEAST03648	SLC25A37	Q9NYZ2	HUMAN93034	m:n	832.6799926757812	94.0	yes	OMA All.May2026 (API)
YKL157W	APE2	P32454	YEAST03649	LNPEP	Q9UIQ6	HUMAN80163	m:n	1435.6600341796875	131.0	yes	OMA All.May2026 (API)
YKL157W	APE2	P32454	YEAST03649	ERAP2	Q6P179	HUMAN80156	m:n	1461.18994140625	129.0	yes	OMA All.May2026 (API)
YKL157W	APE2	P32454	YEAST03649	ENPEP	Q07075	HUMAN77018	m:n	1609.5400390625	127.0	yes	OMA All.May2026 (API)
YKL157W	APE2	P32454	YEAST03649	NPEPPS	P55786	HUMAN34547	m:n	1876.2099609375	118.0	yes	OMA All.May2026 (API)
YKR038C	KAE1	P36132	YEAST03656	OSGEP	Q9NPF4	HUMAN17873	1:1	1940.1600341796875	40.31679916381836	yes	OMA All.May2026 (API)
YKR048C	NAP1	P25293	YEAST03657	NAP1L2	Q9ULW6	HUMAN101321	1:n	494.07000732421875	127.0	yes	OMA All.May2026 (API)
YKR048C	NAP1	P25293	YEAST03657	NAP1L4	Q99733	HUMAN03981	1:n	705.6900024414062	115.0	yes	OMA All.May2026 (API)
YKR048C	NAP1	P25293	YEAST03657	NAP1L1	P55209	HUMAN14376	1:n	782.5	108.0	yes	OMA All.May2026 (API)
YKL018W	SWD2	P36104	YEAST03668	WDR82	Q6UXN9	HUMAN70443	1:1	609.0399780273438	125.0	yes	OMA All.May2026 (API)
YKR080W	MTD1	Q02046	YEAST03675	MTHFD2	P13995	HUMAN63311	1:n	208.77000427246094	150.0	yes	OMA All.May2026 (API)
YKR068C	BET3	P36149	YEAST03678	TRAPPC3L	Q5T215	HUMAN86238	1:n	668.510009765625	69.0	yes	OMA All.May2026 (API)
YKR068C	BET3	P36149	YEAST03678	TRAPPC3	A0A087WWM0	HUMAN48852	1:n	790.4600219726562	62.0	yes	OMA All.May2026 (API)
YKL081W	TEF4	P36008	YEAST03680	EEF1G	P26641	HUMAN06555	m:1	814.1799926757812	114.0	yes	OMA All.May2026 (API)
YKR095W	MLP1	Q02455	YEAST03689	TPR	P12270	HUMAN53914	1:1	1256.489990234375	166.0	yes	OMA All.May2026 (API)
YKL129C	MYO3	P36006	YEAST03690	MYO1F	O00160	HUMAN40414	m:n	2830.43994140625	81.0	yes	OMA All.May2026 (API)
YKL129C	MYO3	P36006	YEAST03690	MYO1E	Q12965	HUMAN23368	m:n	2851.260009765625	81.0	yes	OMA All.May2026 (API)
YKL041W	VPS24	P36095	YEAST03692	CHMP2B	Q9UQN3	HUMAN71069	1:n	197.83999633789062	138.0	yes	OMA All.May2026 (API)
YKL041W	VPS24	P36095	YEAST03692	CHMP3	Q9Y3E7	HUMAN63692	1:n	386.67999267578125	127.0	yes	OMA All.May2026 (API)
YKL221W	MCH2	P36032	YEAST03693	SLC16A7	O60669	HUMAN13908	m:n	246.80999755859375	224.0	yes	OMA All.May2026 (API)
YKL221W	MCH2	P36032	YEAST03693	SLC16A2	P36021	HUMAN101328	m:n	298.30999755859375	199.0	yes	OMA All.May2026 (API)
YKL221W	MCH2	P36032	YEAST03693	SLC16A12	Q6ZSM3	HUMAN02108	m:n	345.3599853515625	194.0	yes	OMA All.May2026 (API)
YKR074W	AIM29	P36154	YEAST03695	C2orf76	Q3KRA6	HUMAN64494	1:1	277.6499938964844	104.0	yes	OMA All.May2026 (API)
YKL024C	URA6	P15700	YEAST03698	AK1	P00568	HUMAN98602	1:n	651.5599975585938	82.0	yes	OMA All.May2026 (API)
YKL024C	URA6	P15700	YEAST03698	CMPK1	P30085	HUMAN49764	1:n	793.0399780273438	69.0	yes	OMA All.May2026 (API)
YKL086W	SRX1	P36077	YEAST03699	SRXN1	Q9BYN0	HUMAN55754	1:1	238.7899932861328	97.0	yes	OMA All.May2026 (API)
YKL104C	GFA1	P14742	YEAST03704	GFPT1	Q06210	HUMAN63068	1:n	3253.179931640625	57.0	yes	OMA All.May2026 (API)
YKL104C	GFA1	P14742	YEAST03704	GFPT2	O94808	HUMAN82779	1:n	3367.030029296875	53.0	yes	OMA All.May2026 (API)
YKL191W	DPH2	P32461	YEAST03705	DPH2	Q9BQC3	HUMAN49425	1:1	403.32000732421875	154.0	yes	OMA All.May2026 (API)
YKR079C	TRZ1	P36159	YEAST03715	ELAC2	Q9BQ52	HUMAN31841	1:1	567.1199951171875	163.0	yes	OMA All.May2026 (API)
YKL035W	UGP1	P32861	YEAST03719	UGP2	Q16851	HUMAN62963	1:1	2155.8798828125	58.0	yes	OMA All.May2026 (API)
YKL207W	EMC3	P36039	YEAST03721	EMC3	Q9P0I2	HUMAN68436	1:1	456.6600036621094	125.0	yes	OMA All.May2026 (API)
YKL140W	TGL1	P34163	YEAST03724	LIPN	Q5VXI9	HUMAN02072	1:n	428.9800109863281	147.0	yes	OMA All.May2026 (API)
YKL140W	TGL1	P34163	YEAST03724	LIPM	Q5VYY2	HUMAN02073	1:n	480.8900146484375	131.0	yes	OMA All.May2026 (API)
YKL140W	TGL1	P34163	YEAST03724	LIPJ	Q5W064	HUMAN02065	1:n	524.1900024414062	148.0	yes	OMA All.May2026 (API)
YKL140W	TGL1	P34163	YEAST03724	LIPK	Q5VXJ0	HUMAN02071	1:n	552.5499877929688	146.0	yes	OMA All.May2026 (API)
YKL140W	TGL1	P34163	YEAST03724	LIPA	P38571	HUMAN02095	1:n	571.52001953125	117.0	yes	OMA All.May2026 (API)
YKL140W	TGL1	P34163	YEAST03724	LIPF	P07098	HUMAN02069	1:n	577.7899780273438	142.0	yes	OMA All.May2026 (API)
YKL007W	CAP1	P28495	YEAST03725	CAPZA3	Q96KX2	HUMAN11525	1:n	253.11000061035156	182.0	yes	OMA All.May2026 (API)
YKL007W	CAP1	P28495	YEAST03725	CAPZA1	P52907	HUMAN51344	1:n	441.9200134277344	132.0	yes	OMA All.May2026 (API)
YKL007W	CAP1	P28495	YEAST03725	CAPZA2	P47755	HUMAN90958	1:n	445.2900085449219	135.0	yes	OMA All.May2026 (API)
YKL022C	CDC16	P09798	YEAST03727	CDC16	Q13042	HUMAN17781	1:1	1093.4200439453125	122.0	yes	OMA All.May2026 (API)
YKL021C	MAK11	P20484	YEAST03728	PAK1IP1	Q9NWT1	HUMAN83091	1:1	435.80999755859375	154.0	yes	OMA All.May2026 (API)
YKL148C	SDH1	Q00711	YEAST03729	SDHA	P31040	HUMAN78465	m:1	3912.89990234375	40.31679916381836	yes	OMA All.May2026 (API)
YKL125W	RRN3	P36070	YEAST03731	RRN3	Q9NYV6	HUMAN26797	1:1	502.6099853515625	168.0	yes	OMA All.May2026 (API)
YKR093W	PTR2	P32901	YEAST03734	SLC15A3	Q8IY34	HUMAN06348	1:n	357.07000732421875	157.0	yes	OMA All.May2026 (API)
YKR093W	PTR2	P32901	YEAST03734	SLC15A4	Q8N697	HUMAN16264	1:n	484.30999755859375	166.0	yes	OMA All.May2026 (API)
YKL203C	TOR2	P32600	YEAST03743	MTOR	P42345	HUMAN47451	m:1	7236.58984375	83.0	yes	OMA All.May2026 (API)
YKR054C	DYN1	P36022	YEAST03744	DYNC1H1	Q14204	HUMAN21269	1:1	6962.18017578125	135.0	yes	OMA All.May2026 (API)
YKR057W	RPS21A	P0C0V8	YEAST03745	RPS21	P63220	HUMAN57822	m:1	406.0199890136719	55.0	yes	OMA All.May2026 (API)
YKL189W	HYM1	P32464	YEAST03751	CAB39L	Q9H9S4	HUMAN17057	1:n	696.780029296875	117.0	yes	OMA All.May2026 (API)
YKL189W	HYM1	P32464	YEAST03751	CAB39	Q9Y376	HUMAN67392	1:n	778.1699829101562	113.0	yes	OMA All.May2026 (API)
YKL113C	RAD27	P26793	YEAST03752	FEN1	P39748	HUMAN06471	1:1	1888.4599609375	49.0	yes	OMA All.May2026 (API)
YKL134C	OCT1	P35999	YEAST03758	MIPEP	Q99797	HUMAN16543	1:1	1243.0	124.0	yes	OMA All.May2026 (API)
YKR035W-A	DID2	P69771	YEAST03765	CHMP1B	Q7LBR1	HUMAN37644	1:n	621.9199829101562	77.0	yes	OMA All.May2026 (API)
YKR035W-A	DID2	P69771	YEAST03765	CHMP1A	Q9HD42	HUMAN30390	1:n	708.9600219726562	68.0	yes	OMA All.May2026 (API)
YKL099C	UTP11	P34247	YEAST03767	UTP11	Q9Y3A2	HUMAN48949	1:1	440.3599853515625	119.0	yes	OMA All.May2026 (API)
YKL209C	STE6	P12866	YEAST03775	ABCB11	O95342	HUMAN65408	1:n	1404.699951171875	164.0	yes	OMA All.May2026 (API)
YKL209C	STE6	P12866	YEAST03775	ABCB4	P21439	HUMAN89693	1:n	1487.1700439453125	157.0	yes	OMA All.May2026 (API)
YKL209C	STE6	P12866	YEAST03775	ABCB5	Q2M3G0	HUMAN88012	1:n	1564.8699951171875	152.0	yes	OMA All.May2026 (API)
YKL209C	STE6	P12866	YEAST03775	ABCB1	P08183	HUMAN89699	1:n	1591.030029296875	154.0	yes	OMA All.May2026 (API)
YKL166C	TPK3	P05986	YEAST03778	PRKACG	P22612	HUMAN97182	m:n	1278.5	77.0	yes	OMA All.May2026 (API)
YKL166C	TPK3	P05986	YEAST03778	PRKX	P51817	HUMAN99627	m:n	1355.0699462890625	74.0	yes	OMA All.May2026 (API)
YKL166C	TPK3	P05986	YEAST03778	PRKACA	P17612	HUMAN41347	m:n	1399.8800048828125	70.0	yes	OMA All.May2026 (API)
YKL013C	ARC19	P33204	YEAST03783	ARPC4-TTLL3	F8WCF6	HUMAN68349	1:n	1063.8399658203125	35.33570098876953	yes	OMA All.May2026 (API)
YKL013C	ARC19	P33204	YEAST03783	ARPC4	P59998	HUMAN68343	1:n	1067.2900390625	36.92369842529297	yes	OMA All.May2026 (API)
YKL040C	NFU1	P32860	YEAST03784	NFU1	Q9UMS0	HUMAN63077	1:1	484.80999755859375	92.0	yes	OMA All.May2026 (API)
YKL210W	UBA1	P22515	YEAST03790	UBA1	P22314	HUMAN100375	1:1	4466.18994140625	64.0	yes	OMA All.May2026 (API)
YKR002W	PAP1	P29468	YEAST03791	PAPOLB	Q9NRJ5	HUMAN87690	1:1	1554.010009765625	82.0	yes	OMA All.May2026 (API)
YKL009W	MRT4	P33201	YEAST03793	MRTO4	Q9UKD2	HUMAN47805	1:1	621.0700073242188	95.0	yes	OMA All.May2026 (API)
YKR026C	GCN3	P14741	YEAST03802	EIF2B1	Q14232	HUMAN16175	1:1	841.4400024414062	92.0	yes	OMA All.May2026 (API)
YKL188C	PXA2	P34230	YEAST03804	ABCD1	P33897	HUMAN102705	m:n	1092.4000244140625	121.0	yes	OMA All.May2026 (API)
YKL188C	PXA2	P34230	YEAST03804	ABCD2	Q9UBJ2	HUMAN12009	m:n	1184.739990234375	118.0	yes	OMA All.May2026 (API)
YKL196C	YKT6	P36015	YEAST03805	YKT6	O15498	HUMAN88767	1:1	769.27001953125	77.0	yes	OMA All.May2026 (API)
YKL216W	URA1	P28272	YEAST03815	DHODH	Q02127	HUMAN29641	1:1	196.7899932861328	204.0	yes	OMA All.May2026 (API)
YKL067W	YNK1	P36010	YEAST03820	NME2	Q6FHN3	HUMAN35035	1:1	872.02001953125	51.0	yes	OMA All.May2026 (API)
YKL150W	MCR1	P36060	YEAST03829	CYB5R3	P00387	HUMAN60907	m:n	506.9800109863281	113.0	yes	OMA All.May2026 (API)
YKL150W	MCR1	P36060	YEAST03829	CYB5R1	Q9UHQ9	HUMAN54230	m:n	508.69000244140625	114.0	yes	OMA All.May2026 (API)
YKL150W	MCR1	P36060	YEAST03829	CYB5R2	Q6BCY4	HUMAN04411	m:n	543.4299926757812	107.0	yes	OMA All.May2026 (API)
YKR070W		P36151	YEAST03833	HDHD5	Q9BXW7	HUMAN59057	1:1	395.5199890136719	150.0	yes	OMA All.May2026 (API)
YKR059W	TIF1; TIF2	P10081	YEAST03837	EIF4A3	P38919	HUMAN36790	m:n	2295.14990234375	43.064701080322266	yes	OMA All.May2026 (API)
YKR059W	TIF1; TIF2	P10081	YEAST03837	EIF4A2	Q14240	HUMAN73927	m:n	2376.889892578125	41.21269989013672	yes	OMA All.May2026 (API)
YKR059W	TIF1; TIF2	P10081	YEAST03837	EIF4A1	P60842	HUMAN31446	m:n	2415.340087890625	40.31679916381836	yes	OMA All.May2026 (API)
YKL218C	SRY1	P36007	YEAST03840	SRR	Q9GZT4	HUMAN30747	1:1	861.72998046875	95.0	yes	OMA All.May2026 (API)
YKL144C	RPC25	P35718	YEAST03845	POLR3H	Q9Y535	HUMAN60803	1:1	652.4000244140625	93.0	yes	OMA All.May2026 (API)
YKR039W	GAP1	P19145	YEAST03848	SLC7A4	O43246	HUMAN59369	m:1	224.83999633789062	201.0	yes	OMA All.May2026 (API)
YKL184W	SPE1	P08432	YEAST03850	AZIN1	O14977	HUMAN95058	1:n	851.02001953125	104.0	yes	OMA All.May2026 (API)
YKL184W	SPE1	P08432	YEAST03850	ODC1	P11926	HUMAN61525	1:n	1286.9300537109375	79.0	yes	OMA All.May2026 (API)
YKL033W-A		Q86ZR7	YEAST03853	PUDP	Q08623	HUMAN99639	1:1	396.45001220703125	121.0	yes	OMA All.May2026 (API)
YKL120W	OAC1	P32332	YEAST03861	SLC25A30	Q5SVS4	HUMAN16929	1:n	486.79998779296875	127.0	yes	OMA All.May2026 (API)
YKL120W	OAC1	P32332	YEAST03861	SLC25A34	Q6PIV7	HUMAN47673	1:n	644.7899780273438	106.0	yes	OMA All.May2026 (API)
YKL120W	OAC1	P32332	YEAST03861	SLC25A35	Q3KQZ1	HUMAN31669	1:n	661.7100219726562	109.0	yes	OMA All.May2026 (API)
YKR009C	FOX2	Q02207	YEAST03865	HSD17B4	P51659	HUMAN80396	1:1	1472.1099853515625	87.0	yes	OMA All.May2026 (API)
YKL152C	GPM1	P00950	YEAST03870	PGAM4	Q8N0Y7	HUMAN101391	1:n	905.1699829101562	82.0	yes	OMA All.May2026 (API)
YKL152C	GPM1	P00950	YEAST03870	PGAM1	P18669	HUMAN02380	1:n	978.3499755859375	76.0	yes	OMA All.May2026 (API)
YKL152C	GPM1	P00950	YEAST03870	PGAM2	P15259	HUMAN88722	1:n	1029.8900146484375	73.0	yes	OMA All.May2026 (API)
YKL080W	VMA5	P31412	YEAST03872	ATP6V1C1	P21283	HUMAN95064	1:1	850.239990234375	103.0	yes	OMA All.May2026 (API)
YKR081C	RPF2	P36160	YEAST03874	RPF2	Q9H7B2	HUMAN86108	1:1	906.72998046875	84.0	yes	OMA All.May2026 (API)
YKL056C	TMA19	P35691	YEAST03878	TPT1	P13693	HUMAN16920	1:1	537.75	87.0	yes	OMA All.May2026 (API)
YKL156W	RPS27A	P35997	YEAST03879	RPS27L	Q71UM5	HUMAN23497	m:n	561.9500122070312	37.74420166015625	yes	OMA All.May2026 (API)
YKL156W	RPS27A	P35997	YEAST03879	RPS27	P42677	HUMAN52326	m:n	575.52001953125	36.12099838256836	yes	OMA All.May2026 (API)
YKL017C	HCS1	P34243	YEAST03883	IGHMBP2	P38935	HUMAN07737	1:1	1287.75	107.0	yes	OMA All.May2026 (API)
YKL190W	CNB1	P25296	YEAST03885	PPP3R2	Q96LZ3	HUMAN97863	1:n	813.5700073242188	56.0	yes	OMA All.May2026 (API)
YKL190W	CNB1	P25296	YEAST03885	PPP3R1	P63098	HUMAN63035	1:n	874.77001953125	45.0	yes	OMA All.May2026 (API)
YKL127W	PGM1	P33401	YEAST03889	PGM5	Q15124	HUMAN97171	m:n	1676.3299560546875	98.0	yes	OMA All.May2026 (API)
YKL205W	LOS1	P33418	YEAST03899	XPOT	O43592	HUMAN13968	1:1	565.22998046875	181.0	yes	OMA All.May2026 (API)
YKL146W	AVT3	P36062	YEAST03902	SLC36A1	Q7Z2H8	HUMAN81820	1:1	453.07000732421875	162.0	yes	OMA All.May2026 (API)
YKL028W	TFA1	P36100	YEAST03904	GTF2E1	P29083	HUMAN71808	1:1	429.3999938964844	165.0	yes	OMA All.May2026 (API)
YKL193C	SDS22	P36047	YEAST03906	PPP1R7	Q15435	HUMAN67984	1:1	986.7999877929688	75.0	yes	OMA All.May2026 (API)
YKL212W	SAC1	P32368	YEAST03907	SACM1L	A0A9L9PXW9	HUMAN69606	1:1	1253.489990234375	111.0	yes	OMA All.May2026 (API)
