yeast_systematic	yeast_common	yeast_uniprot	human_symbol	human_uniprot	ortholog_type	cluster_id	cluster_score	yeast_confidence	human_confidence	source
YNL092W		P53934	CARNMT1	Q8N4J0	1:1	1063	170	1.0	1.0	InParanoid9
YPL045W	VPS16	Q03308	VPS16	Q9H269	1:1	1064	170	1.0	1.0	InParanoid9
YNL200C	NNR1	P40165	YJEFN3	A6XGL0	m:n	1065	169	1.0	0.143	InParanoid9
YNL200C	NNR1	P40165	NAXE	Q8NCW5	m:n	1065	169	1.0	1.0	InParanoid9
YKR093W	PTR2	P32901	SLC15A1	P46059	m:n	1066	169	1.0	0.362	InParanoid9
YKR093W	PTR2	P32901	SLC15A2	Q16348	m:n	1066	169	1.0	1.0	InParanoid9
YKL012W	PRP40	P33203	PRPF40A	O75400	m:n	1067	169	1.0	1.0	InParanoid9
YKL012W	PRP40	P33203	PRPF40B	Q6NWY9	m:n	1067	169	1.0	0.402	InParanoid9
YDR324C	UTP4	Q06679	UTP4	Q969X6	1:1	1068	169	1.0	1.0	InParanoid9
YLR002C	NOC3	Q07896	NOC3L	Q8WTT2	1:1	1069	169	1.0	1.0	InParanoid9
YCR042C	TAF2	P23255	TAF2	Q6P1X5	1:1	1070	169	1.0	1.0	InParanoid9
YNL222W	SSU72	P53538	SSU72L1	A0A1W2PQ27	m:n	1071	168	1.0	0.532	InParanoid9
YNL222W	SSU72	P53538	SSU72L5	A0A1W2PQ64	m:n	1071	168	1.0	0.527	InParanoid9
YNL222W	SSU72	P53538	SSU72L4	A0A1W2PQC6	m:n	1071	168	1.0	0.536	InParanoid9
YNL222W	SSU72	P53538	SSU72L2	A0A1W2PQD8	m:n	1071	168	1.0	0.536	InParanoid9
YNL222W	SSU72	P53538	SSU72L3	A0A1W2PQJ5	m:n	1071	168	1.0	0.544	InParanoid9
YNL222W	SSU72	P53538	SSU72L6	A0A1W2PR75	m:n	1071	168	1.0	0.511	InParanoid9
YNL222W	SSU72	P53538	SSU72	Q9NP77	m:n	1071	168	1.0	1.0	InParanoid9
YMR192W	GYL1	Q04322	EVI5	O60447	m:n	1072	168	1.0	1.0	InParanoid9
YMR192W	GYL1	Q04322	EVI5L	Q96CN4	m:n	1072	168	1.0	1.0	InParanoid9
YPL249C	GYP5	Q12344	EVI5	O60447	m:n	1072	168	1.0	1.0	InParanoid9
YPL249C	GYP5	Q12344	EVI5L	Q96CN4	m:n	1072	168	1.0	1.0	InParanoid9
YNL162W	RPL42A	P0CX27	RPL36A	P83881	m:n	1073	168	1.0	1.0	InParanoid9
YNL162W	RPL42A	P0CX27	RPL36AL	Q969Q0	m:n	1073	168	1.0	0.982	InParanoid9
YHR141C	RPL42B	P0CX28	RPL36A	P83881	m:n	1073	168	1.0	1.0	InParanoid9
YHR141C	RPL42B	P0CX28	RPL36AL	Q969Q0	m:n	1073	168	1.0	0.982	InParanoid9
YHR010W	RPL27A	P0C2H6	RPL27	P61353	m:n	1074	168	0.972	1.0	InParanoid9
YDR471W	RPL27B	P0C2H7	RPL27	P61353	m:n	1074	168	1.0	1.0	InParanoid9
YDL033C	SLM3	Q12093	TRMU	O75648	1:1	1075	168	1.0	1.0	InParanoid9
YPR175W	DPB2	P24482	POLE2	P56282	1:1	1076	168	1.0	1.0	InParanoid9
YKL009W	MRT4	P33201	MRTO4	Q9UKD2	1:1	1077	168	1.0	1.0	InParanoid9
YLR291C	GCD7	P32502	EIF2B2	P49770	1:1	1078	168	1.0	1.0	InParanoid9
YJL002C	OST1	P41543	RPN1	P04843	1:1	1079	168	1.0	1.0	InParanoid9
YER140W	EMP65	P40085	TAPT1	Q6NXT6	1:1	1080	168	1.0	1.0	InParanoid9
YDR496C	PUF6	Q04373	PUM3	Q15397	1:1	1081	168	1.0	1.0	InParanoid9
YIL047C	SYG1	P40528	XPR1	Q9UBH6	1:1	1082	168	1.0	1.0	InParanoid9
YCR063W	BUD31	P25337	BUD31	P41223	1:1	1083	168	1.0	1.0	InParanoid9
YER007C-A	TMA20	P89886	MCTS2	A0A3B3IRV3	m:n	1084	167	1.0	0.923	InParanoid9
YER007C-A	TMA20	P89886	MCTS1	Q9ULC4	m:n	1084	167	1.0	1.0	InParanoid9
YGR188C	BUB1	P41695	BUB1	O43683	1:1	1085	167	1.0	1.0	InParanoid9
YNL040W		P53960	AARSD1	Q9BTE6	1:1	1086	167	1.0	1.0	InParanoid9
YER151C	UBP3	Q01477	USP10	Q14694	1:1	1087	167	1.0	1.0	InParanoid9
YDR224C	HTB1	P02293	H2BC12	O60814	m:n	1088	166	1.0	0.936	InParanoid9
YDR224C	HTB1	P02293	H2BC11	P06899	m:n	1088	166	1.0	0.923	InParanoid9
YDR224C	HTB1	P02293	H2BC17	P23527	m:n	1088	166	1.0	0.923	InParanoid9
YDR224C	HTB1	P02293	H2BC3	P33778	m:n	1088	166	1.0	0.923	InParanoid9
YDR224C	HTB1	P02293	H2BC12L	P57053	m:n	1088	166	1.0	0.744	InParanoid9
YDR224C	HTB1	P02293	H2BC5	P58876	m:n	1088	166	1.0	0.923	InParanoid9
YDR224C	HTB1	P02293	H2BC4; H2BC6; H2BC7; H2BC8; H2BC10	P62807	m:n	1088	166	1.0	0.949	InParanoid9
YDR224C	HTB1	P02293	H2BC21	Q16778	m:n	1088	166	1.0	0.936	InParanoid9
YDR224C	HTB1	P02293	H2BC18	Q5QNW6	m:n	1088	166	1.0	0.91	InParanoid9
YDR224C	HTB1	P02293	H2BC26	Q8N257	m:n	1088	166	1.0	0.91	InParanoid9
YDR224C	HTB1	P02293	H2BC9	Q93079	m:n	1088	166	1.0	0.936	InParanoid9
YDR224C	HTB1	P02293	H2BC1	Q96A08	m:n	1088	166	1.0	0.564	InParanoid9
YDR224C	HTB1	P02293	H2BC15	Q99877	m:n	1088	166	1.0	0.936	InParanoid9
YDR224C	HTB1	P02293	H2BC14	Q99879	m:n	1088	166	1.0	0.872	InParanoid9
YDR224C	HTB1	P02293	H2BC13	Q99880	m:n	1088	166	1.0	1.0	InParanoid9
YBL002W	HTB2	P02294	H2BC12	O60814	m:n	1088	166	0.897	0.936	InParanoid9
YBL002W	HTB2	P02294	H2BC11	P06899	m:n	1088	166	0.897	0.923	InParanoid9
YBL002W	HTB2	P02294	H2BC17	P23527	m:n	1088	166	0.897	0.923	InParanoid9
YBL002W	HTB2	P02294	H2BC3	P33778	m:n	1088	166	0.897	0.923	InParanoid9
YBL002W	HTB2	P02294	H2BC12L	P57053	m:n	1088	166	0.897	0.744	InParanoid9
YBL002W	HTB2	P02294	H2BC5	P58876	m:n	1088	166	0.897	0.923	InParanoid9
YBL002W	HTB2	P02294	H2BC4; H2BC6; H2BC7; H2BC8; H2BC10	P62807	m:n	1088	166	0.897	0.949	InParanoid9
YBL002W	HTB2	P02294	H2BC21	Q16778	m:n	1088	166	0.897	0.936	InParanoid9
YBL002W	HTB2	P02294	H2BC18	Q5QNW6	m:n	1088	166	0.897	0.91	InParanoid9
YBL002W	HTB2	P02294	H2BC26	Q8N257	m:n	1088	166	0.897	0.91	InParanoid9
YBL002W	HTB2	P02294	H2BC9	Q93079	m:n	1088	166	0.897	0.936	InParanoid9
YBL002W	HTB2	P02294	H2BC1	Q96A08	m:n	1088	166	0.897	0.564	InParanoid9
YBL002W	HTB2	P02294	H2BC15	Q99877	m:n	1088	166	0.897	0.936	InParanoid9
YBL002W	HTB2	P02294	H2BC14	Q99879	m:n	1088	166	0.897	0.872	InParanoid9
YBL002W	HTB2	P02294	H2BC13	Q99880	m:n	1088	166	0.897	1.0	InParanoid9
YDR017C	KCS1	Q12494	IP6K1	Q92551	m:n	1089	166	1.0	1.0	InParanoid9
YDR017C	KCS1	Q12494	IP6K3	Q96PC2	m:n	1089	166	1.0	0.325	InParanoid9
YDR017C	KCS1	Q12494	IP6K2	Q9UHH9	m:n	1089	166	1.0	0.303	InParanoid9
YLR170C	APS1	P35181	AP1S2	P56377	m:n	1090	166	1.0	1.0	InParanoid9
YLR170C	APS1	P35181	AP1S1	P61966	m:n	1090	166	1.0	0.791	InParanoid9
YLR170C	APS1	P35181	AP1S3	Q96PC3	m:n	1090	166	1.0	0.466	InParanoid9
YGR227W	DIE2	P50076	ALG10	Q5BKT4	m:n	1091	166	1.0	0.952	InParanoid9
YGR227W	DIE2	P50076	ALG10B	Q5I7T1	m:n	1091	166	1.0	1.0	InParanoid9
YFR021W	ATG18	P43601	WIPI1	Q5MNZ9	m:n	1092	166	1.0	0.415	InParanoid9
YFR021W	ATG18	P43601	WIPI2	Q9Y4P8	m:n	1092	166	1.0	1.0	InParanoid9
YMR208W	ERG12	P07277	MVK	Q03426	1:1	1093	166	1.0	1.0	InParanoid9
YGR047C	TFC4	P33339	GTF3C3	Q9Y5Q9	1:1	1094	166	1.0	1.0	InParanoid9
YLR370C	ARC18	Q05933	ARPC3	O15145	1:1	1095	166	1.0	1.0	InParanoid9
YBR187W	GDT1	P38301	TMEM165	Q9HC07	1:1	1096	166	1.0	1.0	InParanoid9
YFL016C	MDJ1	P35191	DNAJA3	Q96EY1	1:1	1097	166	1.0	1.0	InParanoid9
YPR074C	TKL1	P23254	TKT	P29401	m:n	1098	165	1.0	1.0	InParanoid9
YPR074C	TKL1	P23254	TKTL1	P51854	m:n	1098	165	1.0	0.531	InParanoid9
YPR074C	TKL1	P23254	TKTL2	Q9H0I9	m:n	1098	165	1.0	0.638	InParanoid9
YBR117C	TKL2	P33315	TKT	P29401	m:n	1098	165	0.713	1.0	InParanoid9
YBR117C	TKL2	P33315	TKTL1	P51854	m:n	1098	165	0.713	0.531	InParanoid9
YBR117C	TKL2	P33315	TKTL2	Q9H0I9	m:n	1098	165	0.713	0.638	InParanoid9
YLR270W	DCS1	Q06151	DCPS	Q96C86	m:n	1099	165	0.606	1.0	InParanoid9
YOR173W	DCS2	Q12123	DCPS	Q96C86	m:n	1099	165	1.0	1.0	InParanoid9
YHR013C	ARD1	P07347	NAA10	P41227	m:n	1100	165	1.0	1.0	InParanoid9
YHR013C	ARD1	P07347	NAA11	Q9BSU3	m:n	1100	165	1.0	0.69	InParanoid9
YJR073C	OPI3	P05375	PEMT	Q9UBM1	1:1	1101	165	1.0	1.0	InParanoid9
YNR035C	ARC35	P53731	ARPC2	O15144	1:1	1102	165	1.0	1.0	InParanoid9
YOR100C	CRC1	Q12289	SLC25A20	O43772	1:1	1103	165	1.0	1.0	InParanoid9
YDR272W	GLO2	Q05584	HAGH	Q16775	m:n	1104	164	1.0	1.0	InParanoid9
YDR272W	GLO2	Q05584	HAGHL	Q6PII5	m:n	1104	164	1.0	0.139	InParanoid9
YDR272W	GLO2	Q05584	PNKD	Q8N490	m:n	1104	164	1.0	0.066	InParanoid9
YOR040W	GLO4	Q12320	HAGH	Q16775	m:n	1104	164	0.469	1.0	InParanoid9
YOR040W	GLO4	Q12320	HAGHL	Q6PII5	m:n	1104	164	0.469	0.139	InParanoid9
YOR040W	GLO4	Q12320	PNKD	Q8N490	m:n	1104	164	0.469	0.066	InParanoid9
YDL141W	BPL1	P48445	HLCS	P50747	1:1	1105	164	1.0	1.0	InParanoid9
YEL004W	YEA4	P40004	SLC35B4	Q969S0	1:1	1106	164	1.0	1.0	InParanoid9
YPR189W	SKI3	P17883	SKIC3	Q6PGP7	1:1	1107	164	1.0	1.0	InParanoid9
YOL012C	HTZ1	Q12692	H2AZ1	P0C0S5	m:n	1108	163	1.0	1.0	InParanoid9
YOL012C	HTZ1	Q12692	H2AZ2	Q71UI9	m:n	1108	163	1.0	1.0	InParanoid9
YMR076C	PDS5	Q04264	PDS5A	Q29RF7	m:n	1109	163	1.0	1.0	InParanoid9
YMR076C	PDS5	Q04264	PDS5B	Q9NTI5	m:n	1109	163	1.0	0.661	InParanoid9
YHL036W	MUP3	P38734	SLC7A9	P82251	m:n	1110	162	0.061	1.0	InParanoid9
YHL036W	MUP3	P38734	SLC7A5	Q01650	m:n	1110	162	0.061	0.315	InParanoid9
YHL036W	MUP3	P38734	SLC7A13	Q8TCU3	m:n	1110	162	0.061	0.115	InParanoid9
YHL036W	MUP3	P38734	SLC7A6	Q92536	m:n	1110	162	0.061	0.31	InParanoid9
YHL036W	MUP3	P38734	SLC7A10	Q9NS82	m:n	1110	162	0.061	0.258	InParanoid9
YHL036W	MUP3	P38734	SLC7A8	Q9UHI5	m:n	1110	162	0.061	0.281	InParanoid9
YHL036W	MUP3	P38734	SLC7A7	Q9UM01	m:n	1110	162	0.061	0.309	InParanoid9
YHL036W	MUP3	P38734	SLC7A11	Q9UPY5	m:n	1110	162	0.061	0.32	InParanoid9
YGR055W	MUP1	P50276	SLC7A9	P82251	m:n	1110	162	1.0	1.0	InParanoid9
YGR055W	MUP1	P50276	SLC7A5	Q01650	m:n	1110	162	1.0	0.315	InParanoid9
YGR055W	MUP1	P50276	SLC7A13	Q8TCU3	m:n	1110	162	1.0	0.115	InParanoid9
YGR055W	MUP1	P50276	SLC7A6	Q92536	m:n	1110	162	1.0	0.31	InParanoid9
YGR055W	MUP1	P50276	SLC7A10	Q9NS82	m:n	1110	162	1.0	0.258	InParanoid9
YGR055W	MUP1	P50276	SLC7A8	Q9UHI5	m:n	1110	162	1.0	0.281	InParanoid9
YGR055W	MUP1	P50276	SLC7A7	Q9UM01	m:n	1110	162	1.0	0.309	InParanoid9
YGR055W	MUP1	P50276	SLC7A11	Q9UPY5	m:n	1110	162	1.0	0.32	InParanoid9
YGL124C	MON1	P53129	MON1B	Q7L1V2	m:n	1111	162	1.0	0.215	InParanoid9
YGL124C	MON1	P53129	MON1A	Q86VX9	m:n	1111	162	1.0	1.0	InParanoid9
YOR339C	UBC11	P52492	UBE2C	O00762	1:1	1112	162	1.0	1.0	InParanoid9
YKL213C	DOA1	P36037	PLAA	Q9Y263	1:1	1113	162	1.0	1.0	InParanoid9
YBR037C	SCO1	P23833	SCO2	O43819	m:n	1114	161	1.0	0.108	InParanoid9
YBR037C	SCO1	P23833	SCO1	O75880	m:n	1114	161	1.0	1.0	InParanoid9
YBR024W	SCO2	P38072	SCO2	O43819	m:n	1114	161	0.381	0.108	InParanoid9
YBR024W	SCO2	P38072	SCO1	O75880	m:n	1114	161	0.381	1.0	InParanoid9
YNL022C	RCM1	P53972	NSUN5P2	Q63ZY6	m:n	1115	161	1.0	0.391	InParanoid9
YNL022C	RCM1	P53972	NSUN5	Q96P11	m:n	1115	161	1.0	1.0	InParanoid9
YDL236W	PHO13	P19881	PGP	A6NDG6	m:n	1116	161	1.0	1.0	InParanoid9
YDL236W	PHO13	P19881	PDXP	Q96GD0	m:n	1116	161	1.0	0.191	InParanoid9
YER143W	DDI1	P40087	DDI2	Q5TDH0	m:n	1117	161	1.0	1.0	InParanoid9
YER143W	DDI1	P40087	DDI1	Q8WTU0	m:n	1117	161	1.0	0.636	InParanoid9
YDR204W	COQ4	O13525	COQ4	Q9Y3A0	1:1	1118	161	1.0	1.0	InParanoid9
YNL243W	SLA2	P33338	HIP1	O00291	m:n	1119	160	1.0	0.398	InParanoid9
YNL243W	SLA2	P33338	HIP1R	O75146	m:n	1119	160	1.0	1.0	InParanoid9
YLR114C	AVL9	Q12500	AVL9	Q8NBF6	1:1	1120	160	1.0	1.0	InParanoid9
YDR177W	UBC1	P21734	UBE2K	P61086	1:1	1121	160	1.0	1.0	InParanoid9
YBR222C	PCS60	P38137	ACSF3	Q4G176	1:1	1122	160	1.0	1.0	InParanoid9
YJL069C	UTP18	P40362	UTP18	Q9Y5J1	1:1	1123	160	1.0	1.0	InParanoid9
YNL016W	PUB1	P32588	TIA1	P31483	m:n	1124	159	1.0	0.696	InParanoid9
YNL016W	PUB1	P32588	TIAL1	Q01085	m:n	1124	159	1.0	1.0	InParanoid9
YNL297C	MON2	P48563	MON2	Q7Z3U7	1:1	1125	159	1.0	1.0	InParanoid9
YBL092W	RPL32	P38061	RPL32	P62910	1:1	1126	159	1.0	1.0	InParanoid9
YNL139C	THO2	P53552	THOC2	Q8NI27	1:1	1127	159	1.0	1.0	InParanoid9
YDL017W	CDC7	P06243	CDC7	O00311	1:1	1128	159	1.0	1.0	InParanoid9
YPR058W	YMC1	P32331	SLC25A47	Q6Q0C1	m:n	1129	158	0.515	0.073	InParanoid9
YPR058W	YMC1	P32331	SLC25A48	Q6ZT89	m:n	1129	158	0.515	0.062	InParanoid9
YPR058W	YMC1	P32331	SLC25A45	Q8N413	m:n	1129	158	0.515	0.114	InParanoid9
YPR058W	YMC1	P32331	SLC25A29	Q8N8R3	m:n	1129	158	0.515	1.0	InParanoid9
YBR104W	YMC2	P38087	SLC25A47	Q6Q0C1	m:n	1129	158	1.0	0.073	InParanoid9
YBR104W	YMC2	P38087	SLC25A48	Q6ZT89	m:n	1129	158	1.0	0.062	InParanoid9
YBR104W	YMC2	P38087	SLC25A45	Q8N413	m:n	1129	158	1.0	0.114	InParanoid9
YBR104W	YMC2	P38087	SLC25A29	Q8N8R3	m:n	1129	158	1.0	1.0	InParanoid9
YBR159W	IFA38	P38286	HSD17B3	P37058	m:n	1130	158	1.0	0.121	InParanoid9
YBR159W	IFA38	P38286	HSDL1	Q3SXM5	m:n	1130	158	1.0	0.149	InParanoid9
YBR159W	IFA38	P38286	HSD17B12	Q53GQ0	m:n	1130	158	1.0	1.0	InParanoid9
YHR046C	INM1	P38710	IMPA2	O14732	m:n	1131	158	0.344	0.423	InParanoid9
YHR046C	INM1	P38710	IMPA1	P29218	m:n	1131	158	0.344	1.0	InParanoid9
YDR287W	INM2	Q05533	IMPA2	O14732	m:n	1131	158	1.0	0.423	InParanoid9
YDR287W	INM2	Q05533	IMPA1	P29218	m:n	1131	158	1.0	1.0	InParanoid9
YHR168W	MTG2	P38860	GTPBP10	A4D1E9	m:n	1132	158	1.0	1.0	InParanoid9
YHR168W	MTG2	P38860	MTG2	Q9H4K7	m:n	1132	158	1.0	0.058	InParanoid9
YDR002W	YRB1	P41920	RANBP1	P43487	1:1	1133	157	1.0	1.0	InParanoid9
YKR030W	GMH1	P36125	UNC50	Q53HI1	1:1	1134	157	1.0	1.0	InParanoid9
YLR088W	GAA1	P39012	GPAA1	O43292	1:1	1135	157	1.0	1.0	InParanoid9
YGL189C	RPS26A	P39938	RPS26	P62854	m:n	1136	156	0.953	1.0	InParanoid9
YGL189C	RPS26A	P39938	RPS26P11	Q5JNZ5	m:n	1136	156	0.953	0.845	InParanoid9
YER131W	RPS26B	P39939	RPS26	P62854	m:n	1136	156	1.0	1.0	InParanoid9
YER131W	RPS26B	P39939	RPS26P11	Q5JNZ5	m:n	1136	156	1.0	0.845	InParanoid9
YOR251C	TUM1	Q08686	MPST	P25325	m:n	1137	156	1.0	1.0	InParanoid9
YOR251C	TUM1	Q08686	TST	Q16762	m:n	1137	156	1.0	0.476	InParanoid9
YHR012W	VPS29	P38759	VPS29	Q9UBQ0	1:1	1138	156	1.0	1.0	InParanoid9
YOL125W	TRM13	Q12383	TRMT13	Q9NUP7	1:1	1139	156	1.0	1.0	InParanoid9
YOR125C	CAT5	P41735	COQ7	Q99807	1:1	1140	156	1.0	1.0	InParanoid9
YPL002C	SNF8	Q12483	SNF8	Q96H20	1:1	1141	156	1.0	1.0	InParanoid9
YLR268W	SEC22	P22214	SEC22B	O75396	1:1	1142	156	1.0	1.0	InParanoid9
YDR264C	AKR1	P39010	ZDHHC13	Q8IUH4	m:n	1143	155	1.0	0.372	InParanoid9
YDR264C	AKR1	P39010	ZDHHC17	Q8IUH5	m:n	1143	155	1.0	1.0	InParanoid9
YOR034C	AKR2	Q12013	ZDHHC13	Q8IUH4	m:n	1143	155	0.251	0.372	InParanoid9
YOR034C	AKR2	Q12013	ZDHHC17	Q8IUH5	m:n	1143	155	0.251	1.0	InParanoid9
YGL017W	ATE1	P16639	ATE1	O95260	1:1	1144	155	1.0	1.0	InParanoid9
YGL097W	SRM1	P21827	RCC1	P18754	1:1	1145	155	1.0	1.0	InParanoid9
YBL020W	RFT1	P38206	RFT1	Q96AA3	1:1	1146	155	1.0	1.0	InParanoid9
YPL178W	CBC2	Q08920	NCBP2L	A6PVI3	m:n	1147	154	1.0	0.31	InParanoid9
YPL178W	CBC2	Q08920	NCBP2	P52298	m:n	1147	154	1.0	1.0	InParanoid9
YGL087C	MMS2	P53152	UBE2V1	Q13404	m:n	1148	154	1.0	0.8	InParanoid9
YGL087C	MMS2	P53152	UBE2V2	Q15819	m:n	1148	154	1.0	1.0	InParanoid9
YJL030W	MAD2	P40958	MAD2L1	Q13257	1:1	1149	154	1.0	1.0	InParanoid9
YNL320W		P42840	ABHD13	Q7L211	1:1	1150	154	1.0	1.0	InParanoid9
YGR284C	ERV29	P53337	SURF4	O15260	1:1	1151	154	1.0	1.0	InParanoid9
YML024W	RPS17A	P02407	RPS17	P08708	m:n	1152	153	1.0	1.0	InParanoid9
YDR447C	RPS17B	P14127	RPS17	P08708	m:n	1152	153	1.0	1.0	InParanoid9
YJR057W	CDC8	P00572	DTYMK	P23919	1:1	1153	153	1.0	1.0	InParanoid9
YPL242C	IQG1	Q12280	IQGAP1	P46940	m:n	1154	152	1.0	0.593	InParanoid9
YPL242C	IQG1	Q12280	IQGAP2	Q13576	m:n	1154	152	1.0	1.0	InParanoid9
YPL242C	IQG1	Q12280	IQGAP3	Q86VI3	m:n	1154	152	1.0	0.468	InParanoid9
YNL130C	CPT1	P17898	SELENOI	Q9C0D9	m:n	1155	152	0.488	1.0	InParanoid9
YHR123W	EPT1	P22140	SELENOI	Q9C0D9	m:n	1155	152	1.0	1.0	InParanoid9
YMR127C	SAS2	P40963	KAT7	O95251	m:n	1156	152	1.0	1.0	InParanoid9
YMR127C	SAS2	P40963	KAT8	Q9H7Z6	m:n	1156	152	1.0	0.18	InParanoid9
YNL168C	FMP41	P53889	FAHD1	Q6P587	1:1	1157	152	1.0	1.0	InParanoid9
YCR026C	NPP1	P25353	ENPP6	Q6UWR7	m:n	1158	151	1.0	0.101	InParanoid9
YCR026C	NPP1	P25353	ENPP7	Q6UWV6	m:n	1158	151	1.0	0.124	InParanoid9
YCR026C	NPP1	P25353	ENPP5	Q9UJA9	m:n	1158	151	1.0	1.0	InParanoid9
YCR026C	NPP1	P25353	ENPP4	Q9Y6X5	m:n	1158	151	1.0	0.298	InParanoid9
YEL016C	NPP2	P39997	ENPP6	Q6UWR7	m:n	1158	151	0.159	0.101	InParanoid9
YEL016C	NPP2	P39997	ENPP7	Q6UWV6	m:n	1158	151	0.159	0.124	InParanoid9
YEL016C	NPP2	P39997	ENPP5	Q9UJA9	m:n	1158	151	0.159	1.0	InParanoid9
YEL016C	NPP2	P39997	ENPP4	Q9Y6X5	m:n	1158	151	0.159	0.298	InParanoid9
YBR261C	TAE1	P38340	NTMT2	Q5VVY1	m:n	1159	151	1.0	0.304	InParanoid9
YBR261C	TAE1	P38340	NTMT1	Q9BV86	m:n	1159	151	1.0	1.0	InParanoid9
YFR018C		P43599	QPCT	Q16769	m:n	1160	151	1.0	1.0	InParanoid9
YFR018C		P43599	QPCTL	Q9NXS2	m:n	1160	151	1.0	0.278	InParanoid9
YKR028W	SAP190	P36123	PPP6R2	O75170	m:n	1161	150	1.0	0.411	InParanoid9
YKR028W	SAP190	P36123	PPP6R3	Q5H9R7	m:n	1161	150	1.0	1.0	InParanoid9
YKR028W	SAP190	P36123	PPP6R1	Q9UPN7	m:n	1161	150	1.0	1.0	InParanoid9
YJL098W	SAP185	P40856	PPP6R2	O75170	m:n	1161	150	1.0	0.411	InParanoid9
YJL098W	SAP185	P40856	PPP6R3	Q5H9R7	m:n	1161	150	1.0	1.0	InParanoid9
YJL098W	SAP185	P40856	PPP6R1	Q9UPN7	m:n	1161	150	1.0	1.0	InParanoid9
YFR040W	SAP155	P43612	PPP6R2	O75170	m:n	1161	150	0.112	0.411	InParanoid9
YFR040W	SAP155	P43612	PPP6R3	Q5H9R7	m:n	1161	150	0.112	1.0	InParanoid9
YFR040W	SAP155	P43612	PPP6R1	Q9UPN7	m:n	1161	150	0.112	1.0	InParanoid9
YGL229C	SAP4	P53036	PPP6R2	O75170	m:n	1161	150	0.087	0.411	InParanoid9
YGL229C	SAP4	P53036	PPP6R3	Q5H9R7	m:n	1161	150	0.087	1.0	InParanoid9
YGL229C	SAP4	P53036	PPP6R1	Q9UPN7	m:n	1161	150	0.087	1.0	InParanoid9
YJL143W	TIM17	P39515	TIMM17B	O60830	m:n	1162	150	1.0	1.0	InParanoid9
YJL143W	TIM17	P39515	TIMM17A	Q99595	m:n	1162	150	1.0	0.612	InParanoid9
YGR172C	YIP1	P53039	YIPF7	Q8N8F6	m:n	1163	150	1.0	0.438	InParanoid9
YGR172C	YIP1	P53039	YIPF5	Q969M3	m:n	1163	150	1.0	1.0	InParanoid9
YOL133W	HRT1	Q08273	RBX1	P62877	1:1	1164	150	1.0	1.0	InParanoid9
YBL035C	POL12	P38121	POLA2	Q14181	1:1	1165	150	1.0	1.0	InParanoid9
YAR003W	SWD1	P39706	RBBP5	Q15291	1:1	1166	150	1.0	1.0	InParanoid9
YJL029C	VPS53	P47061	VPS53	Q5VIR6	1:1	1167	150	1.0	1.0	InParanoid9
YLR103C	CDC45	Q08032	CDC45	O75419	1:1	1168	150	1.0	1.0	InParanoid9
YBR252W	DUT1	P33317	DUT	P33316	1:1	1169	150	1.0	1.0	InParanoid9
YKL146W	AVT3	P36062	SLC36A2	Q495M3	m:n	1170	149	0.204	0.446	InParanoid9
YKL146W	AVT3	P36062	SLC36A3	Q495N2	m:n	1170	149	0.204	1.0	InParanoid9
YKL146W	AVT3	P36062	SLC36A4	Q6YBV0	m:n	1170	149	0.204	0.356	InParanoid9
YKL146W	AVT3	P36062	SLC36A1	Q7Z2H8	m:n	1170	149	0.204	0.501	InParanoid9
YNL101W	AVT4	P50944	SLC36A2	Q495M3	m:n	1170	149	1.0	0.446	InParanoid9
YNL101W	AVT4	P50944	SLC36A3	Q495N2	m:n	1170	149	1.0	1.0	InParanoid9
YNL101W	AVT4	P50944	SLC36A4	Q6YBV0	m:n	1170	149	1.0	0.356	InParanoid9
YNL101W	AVT4	P50944	SLC36A1	Q7Z2H8	m:n	1170	149	1.0	0.501	InParanoid9
YDR054C	CDC34	P14682	CDC34	P49427	m:n	1171	149	1.0	1.0	InParanoid9
YDR054C	CDC34	P14682	UBE2G1	P62253	m:n	1171	149	1.0	0.067	InParanoid9
YDR054C	CDC34	P14682	UBE2R2	Q712K3	m:n	1171	149	1.0	0.692	InParanoid9
YHL013C	OTU2	P38747	OTUD6A	Q7L8S5	m:n	1172	149	1.0	0.4	InParanoid9
YHL013C	OTU2	P38747	OTUD6B	Q8N6M0	m:n	1172	149	1.0	1.0	InParanoid9
YDR441C	APT2	P36973	APRT	P07741	m:n	1173	149	0.314	1.0	InParanoid9
YML022W	APT1	P49435	APRT	P07741	m:n	1173	149	1.0	1.0	InParanoid9
YIL022W	TIM44	Q01852	TIMM44	O43615	1:1	1174	149	1.0	1.0	InParanoid9
YER154W	OXA1	P39952	OXA1L	Q15070	1:1	1175	149	1.0	1.0	InParanoid9
YOR272W	YTM1	Q12024	WDR12	Q9GZL7	1:1	1176	149	1.0	1.0	InParanoid9
YDR142C	PEX7	P39108	PEX7	O00628	1:1	1177	148	1.0	1.0	InParanoid9
YIL030C	SSM4	P40318	MARCHF6	O60337	1:1	1178	148	1.0	1.0	InParanoid9
YDR404C	RPB7	P34087	POLR2G	P62487	1:1	1179	148	1.0	1.0	InParanoid9
YLR323C	CWC24	P53769	RNF113A	O15541	m:n	1180	147	1.0	1.0	InParanoid9
YLR323C	CWC24	P53769	RNF113B	Q8IZP6	m:n	1180	147	1.0	0.582	InParanoid9
YLR306W	UBC12	P52491	UBE2M	P61081	1:1	1181	147	1.0	1.0	InParanoid9
