systematic	common	uniprot	seq_len
YKR084C	HBS1	P32769	611
YFR023W	PES4	P39684	611
YCR023C	YCR023C	P25351	611
YNL268W	LYP1	P32487	611
YJL181W	YJL181W	P46987	611
YGL116W	CDC20	P26309	610
YLR248W	RCK2	P38623	610
YHR188C	GPI16	P38875	610
YER036C	ARB1	P40024	610
YDL153C	SAS10	Q12136	610
YDR143C	SAN1	P22470	610
YCR048W	ARE1	P25628	610
YBR068C	BAP2	P38084	609
YDL080C	THI3	Q07471	609
YOL091W	SPO21	Q12411	609
YDL247W	MPH2	P0CD99	609
YOL103W	ITR2	P30606	609
YGR216C	GPI1	P53306	609
YPL189W	GUP2	Q08929	609
YBR148W	YSW1	P38280	609
YMR168C	CEP3	P40969	608
YDR091C	RLI1	Q03195	608
YPL265W	DIP5	P53388	608
YDR506C	GMC1	Q04399	608
YLR173W	YLR173W	Q06247	608
YJL100W	LSB6	P42951	607
YML071C	COG8	Q04632	607
YDR341C	YDR341C	Q05506	607
YNR063W	YNR063W	P53749	607
YFL002C	SPB4	P25808	606
YPR018W	RLF2	Q12495	606
YOL158C	ENB1	Q08299	606
YPL005W	AEP3	Q12089	606
YIL072W	HOP1	P20050	605
YHL019C	APM2	P38700	605
YGR103W	NOP7	P53261	605
YHL028W	WSC4	P38739	605
YNR039C	ZRG17	P53735	605
YOR204W	DED1	P06634	604
YML057W	CMP2	P14747	604
YJR046W	TAH11	P47112	604
YOL148C	SPT20	P50875	604
YDR200C	VPS64	Q03944	604
YOR108W	LEU9	Q12166	604
YDR046C	BAP3	P41815	604
YJL083W	TAX4	P47030	604
YCR008W	SAT4	P25333	603
YOR370C	MRS6	P32864	603
YLR353W	BUD8	P41698	603
YGR191W	HIP1	P06775	603
YHR218W	YHR218W	P38899	603
YKR039W	GAP1	P19145	602
YMR284W	YKU70	P32807	602
YLR055C	SPT8	P38915	602
YJR001W	AVT1	P47082	602
YJR160C	MPH3	P0CE00	602
YOR324C	FRT1	Q99332	602
YHR202W	SMN1	P38887	602
YKR093W	PTR2	P32901	601
YGL192W	IME4	P41833	600
YGR194C	XKS1	P42826	600
YGL125W	MET13	P53128	600
YPL169C	MEX67	Q99257	599
YJL201W	ECM25	P32525	599
YPL243W	SRP68	P38687	599
YOR192C	THI72	Q08579	599
YLR368W	MDM30	Q05930	598
YLR237W	THI7	Q05998	598
YOR071C	NRT1	Q08485	598
YBR015C	MNN2	P38069	597
YKL032C	IXR1	P33417	597
YGR246C	BRF1	P29056	596
YDR144C	MKC7	P53379	596
YBR132C	AGP2	P38090	596
YDR349C	YPS7	Q06325	596
YLR060W	FRS1	P15624	595
YJL069C	UTP18	P40362	594
YNL039W	BDP1	P46678	594
YMR198W	CIK1	Q01649	594
YLR276C	DBP9	Q06218	594
YKL005C	BYE1	P36106	594
YJR002W	MPP10	P47083	593
YGR225W	AMA1	P50082	593
YDR101C	ARX1	Q03862	593
YML017W	PSP2	P50109	593
YKR069W	MET1	P36150	593
YAL067C	SEO1	P39709	593
YGR065C	VHT1	P53241	593
YCR088W	ABP1	P15891	592
YMR120C	ADE17	P38009	592
YHR096C	HXT5	P38695	592
YOL020W	TAT2	P38967	592
YLR089C	ALT1	P52893	592
YML054C	CYB2	P00175	591
YDR037W	KRS1	P15180	591
YLR028C	ADE16	P54113	591
YOL066C	RIB2	Q12362	591
YNL308C	KRI1	P42846	591
YFL053W	DAK2	P43550	591
YEL063C	CAN1	P04817	590
YMR213W	CEF1	Q03654	590
YMR227C	TAF7	Q05021	590
YOR073W	SGO1	Q08490	590
YNL227C	JJJ1	P53863	590
YOR027W	STI1	P15705	589
YGR287C	IMA1	P53051	589
YDR294C	DPL1	Q05567	589
YIL172C	IMA3	P0CW40	589
YJL221C	IMA4	P0CW41	589
YOL157C	IMA2	Q08295	589
YGR077C	PEX8	P53248	589
YDR243C	PRP28	P23394	588
YGL252C	RTG2	P32608	588
YKL185W	ASH1	P34233	588
YPL007C	TFC8	Q12308	588
YIL015W	BAR1	P12630	587
YML123C	PHO84	P25297	587
YDL174C	DLD1	P32891	587
YER068W	MOT2	P34909	587
YNL218W	MGS1	P40151	587
YIL036W	CST6	P40535	587
YNL094W	APP1	P53933	587
YPL274W	SAM3	Q08986	587
YKL100C	YPF1	P34248	587
YOR154W	SLP1	Q12232	587
YOR308C	SNU66	Q12420	587
YNL065W	AQR1	P53943	586
YMR291W	TDA1	Q03533	586
YLL028W	TPO1	Q07824	586
YJL186W	MNN5	P46982	586
YGR068C	ART5	P53244	586
YNR055C	HOL1	P53389	586
YDL227C	HO	P09932	586
YOL015W	IRC10	Q08118	586
YBR163W	EXO5	P38289	585
YHR108W	GGA2	P38817	585
YJR016C	ILV3	P39522	585
YHL010C	ETP1	P38748	585
YHR109W	CTM1	P38818	585
YKR078W	YKR078W	P36158	585
YHL039W	EFM1	P38732	585
YMR250W	GAD1	Q04792	585
YDR497C	ITR1	P30605	584
YOL115W	PAP2	P53632	584
YML013W	UBX2	Q04228	584
YNL076W	MKS1	P34072	584
YBR299W	MAL32	P38158	584
YGR292W	MAL12	P53341	584
YML070W	DAK1	P54838	584
YKL012W	PRP40	P33203	583
YPL208W	RKM1	Q08961	583
YLL061W	MMP1	Q12372	583
YCL051W	LRE1	P25579	583
YJL162C	JJJ2	P46997	583
YLR077W	FMP25	Q08023	583
YLR133W	CKI1	P20485	582
YCR014C	POL4	P25615	582
YDR440W	DOT1	Q04089	582
YKR105C	VBA5	P36172	582
YNL225C	CNM67	P53865	581
YML127W	RSC9	Q03124	581
YJL216C	IMA5	P40884	581
YOL153C	YOL153C	P0C155	581
YHR032W	ERC1	P38767	581
YAL040C	CLN3	P13365	580
YBR170C	NPL4	P33755	580
YMR282C	AEP2	P22136	580
YNR059W	MNT4	P53745	580
YBL039C	URA7	P28274	579
YKL124W	SSH4	P32343	579
YHR194W	MDM31	P38880	579
YHR150W	PEX28	P38848	579
YGL186C	TPN1	P53099	579
YPR083W	MDM36	Q06820	579
YOR260W	GCD1	P09032	578
YJR103W	URA8	P38627	578
YEL013W	VAC8	P39968	578
YLR361C	DCR2	Q05924	578
YER165W	PAB1	P04147	577
YGL095C	VPS45	P38932	577
YOR067C	ALG8	P40351	577
YGL228W	SHE10	P53075	577
YGR278W	CWC22	P53333	577
YER086W	ILV1	P00927	576
YJL172W	CPS1	P27614	576
YHR092C	HXT4	P32467	576
YIR010W	DSN1	P40568	576
YNL275W	BOR1	P53838	576
YPR171W	BSP1	Q06604	576
YNL073W	MSK1	P32048	576
YLR196W	PWP1	P21304	576
YER087W	AIM10	P39965	576
YLR152C	YLR152C	P54072	576
YHR196W	UTP9	P38882	575
YOL122C	SMF1	P38925	575
YNL251C	NRD1	P53617	575
YLL058W	HSU1	Q12198	575
YHR037W	PUT2	P07275	575
YGR171C	MSM1	P22438	575
YPR006C	ICL2	Q12031	575
YBR296C	PHO89	P38361	574
YJL071W	ARG2	P40360	574
YJR053W	BFA1	P47113	574
YLR081W	GAL2	P13181	574
YBL020W	RFT1	P38206	574
YGR055W	MUP1	P50276	574
YPR137W	RRP9	Q06506	573
YLL012W	YEH1	Q07804	573
YOL027C	MDM38	Q08179	573
YER124C	DSE1	P40077	573
YNL270C	ALP1	P38971	573
YER158C	YER158C	P40095	573
YLR259C	HSP60	P19882	572
YGR092W	DBF2	P22204	572
YBR180W	DTR1	P38125	572
YBR044C	TCM62	P38228	572
YOR090C	PTC5	Q12511	572
YPR145W	ASN1	P49089	572
YGR124W	ASN2	P49090	572
YPR121W	THI22	Q06490	572
YIL150C	MCM10	P32354	571
YKL088W	CAB3	P36076	571
YDL210W	UGA4	P32837	571
YHR184W	SSP1	P38871	571
YOR128C	ADE2	P21264	571
YDR120C	TRM1	P15565	570
YHR094C	HXT1	P32465	570
YKL127W	PGM1	P33401	570
YDR343C	HXT6	P39003	570
YDR342C	HXT7	P39004	570
YGL160W	AIM14	P53109	570
YDR026C	NSI1	Q12457	570
YLR267W	BOP2	Q06150	570
YLR120C	YPS1	P32329	569
YMR105C	PGM2	P37012	569
YDR536W	STL1	P39932	569
YJL214W	HXT8	P40886	569
YLR253W	MCP2	Q06567	569
YKR002W	PAP1	P29468	568
YGR241C	YAP1802	P53309	568
YJL008C	CCT8	P47079	568
YKR015C	YKR015C	P36111	568
YDR345C	HXT3	P32466	567
YDL245C	HXT15	P54854	567
YOL156W	HXT11	P54862	567
YJL219W	HXT9	P40885	567
YJR158W	HXT16	P47185	567
YPL030W	TRM44	Q02648	567
YOR118W	RTC5	Q12108	567
YDR110W	FOB1	O13329	566
YDR481C	PHO8	P11491	566
YGL003C	CDH1	P53197	566
YNR023W	SNF12	P53628	566
YLR417W	VPS36	Q06696	566
YDL003W	MCD1	Q12158	566
YPR070W	MED1	Q12321	566
YOR023C	AHC1	Q12433	566
YCL036W	GFD2	P25370	566
YOR386W	PHR1	P05066	565
YJR052W	RAD7	P06779	565
YDR117C	TMA64	Q04600	565
YCR065W	HCM1	P25364	564
YPR111W	DBF20	P32328	564
YGL171W	ROK1	P45818	564
YBR186W	PCH2	P38126	564
YEL069C	HXT13	P39924	564
YNR072W	HXT17	P53631	564
YLR044C	PDC1	P06169	563
YLR134W	PDC5	P16467	563
YGL077C	HNM1	P19807	563
YGR087C	PDC6	P26263	563
YML130C	ERO1	Q03103	563
YIL120W	QDR1	P40475	563
YCR054C	CTR86	P25355	563
YGR088W	CTT1	P06115	562
YDL042C	SIR2	P06700	562
YLR286C	CTS1	P29029	562
YKR072C	SIS2	P36024	562
YPL128C	TBF1	Q02457	562
YJR064W	CCT5	P40413	562
YDR261C	EXG2	P52911	562
YMR088C	VBA1	Q04301	562
YDR062W	LCB2	P40970	561
YGL064C	MRH4	P53166	561
YNR056C	BIO5	P53744	561
YJL016W	YJL016W	P47072	561
YGR166W	TRS65	P32893	560
YMR145C	NDE1	P40215	560
YGL179C	TOS3	P43637	560
YGL084C	GUP1	P53154	560
YPR072W	NOT5	Q12514	560
YEL020C	PXP1	P39994	560
YJL105W	SET4	P42948	560
YBR220C	YBR220C	P38318	560
YMR136W	GAT2	P40209	560
YHR045W	YHR045W	P38775	560
YDL106C	PHO2	P07269	559
YMR307W	GAS1	P22146	559
YDR212W	TCP1	P12612	559
YMR296C	LCB1	P25045	558
YGL244W	RTF1	P53064	558
YGL257C	MNT2	P53059	558
YFL055W	AGP3	P43548	558
YNL193W	YNL193W	P53870	558
YLL018C	DPS1	P04802	557
YER065C	ICL1	P28240	557
YEL058W	PCM1	P38628	557
YFR037C	RSC8	P43609	557
YPL086C	ELP3	Q02908	557
YPL120W	VPS30	Q02948	557
YDR358W	GGA1	Q06336	557
Q0065	AI4	P03878	556
YER140W	EMP65	P40085	556
YML023C	NSE5	Q03718	556
YOR205C	GEP3	Q08622	556
YOL105C	WSC3	Q12215	556
YDR131C	YDR131C	Q03899	556
YPL042C	SSN3	P39073	555
YNL219C	ALG9	P53868	555
YNL182C	IPI3	P53877	555
YLR343W	GAS2	Q06135	555
YJL163C	YJL163C	P46996	555
YDR387C	YDR387C	Q04162	555
YBR196C	PGI1	P12709	554
YKL109W	HAP4	P14064	554
YIR031C	DAL7	P21826	554
YNL117W	MLS1	P30952	554
YER082C	UTP7	P40055	554
YOR372C	NDD1	Q08887	554
YMR036C	MIH1	P23748	554
YDR479C	PEX29	Q03370	554
YHR019C	DED81	P38707	554
YGL176C	YGL176C	P46945	554
YLR433C	CNA1	P23287	553
YMR258C	ROY1	Q04847	553
YGR276C	RNH70	P53331	553
YBR248C	HIS7	P33734	552
YMR319C	FET4	P40988	552
YML069W	POB3	Q04636	552
YPR144C	NOC4	Q06512	552
YBR030W	RKM3	P38222	552
YHR078W	YHR078W	P38799	552
YBR200W	BEM1	P29366	551
YOR132W	VPS17	P32913	551
YKR017C	HEL1	P36113	551
YEL015W	EDC3	P39998	551
YNR030W	ALG12	P53730	551
YFR028C	CDC14	Q00684	551
YDL225W	SHS1	Q07657	551
YOL013C	HRD1	Q08109	551
YOL055C	THI20	Q08224	551
YPL258C	THI21	Q08975	551
YJL110C	GZF3	P42944	551
YGR023W	MTL1	P53214	551
YPL260W	CUB1	Q08977	551
YOL019W	TOS7	Q08157	551
YMR171C	EAR1	Q03212	550
YJL111W	CCT7	P42943	550
YPL228W	CET1	O13297	549
YJR131W	MNS1	P32906	549
YKL089W	MIF2	P35201	549
YBR158W	AMN1	P38285	549
YHR050W	SMF2	P38778	549
YKR097W	PCK1	P10963	549
YPL179W	PPQ1	P32945	549
YIL099W	SGA1	P08019	549
YDR242W	AMD2	P22580	549
YDR232W	HEM1	P09950	548
YKL140W	TGL1	P34163	548
YNL291C	MID1	P41821	548
YNL048W	ALG11	P53954	548
YOR241W	MET7	Q08645	548
YBR008C	FLR1	P38124	548
YER054C	GIP2	P40036	548
YGR197C	SNG1	P46950	547
YGR041W	BUD9	P53226	547
YMR155W	YMR155W	Q03795	547
YDL180W	YDL180W	Q12301	547
YPR033C	HTS1	P07263	546
YER168C	CCA1	P21269	546
YNL154C	YCK2	P23292	546
YNL112W	DBP2	P24783	546
YFR051C	RET2	P43621	546
YMR199W	CLN1	P20437	546
YDR188W	CCT6	P39079	546
YFL011W	HXT10	P43581	546
YHL036W	MUP3	P38734	546
YOR380W	RDR1	Q08904	546
YBL099W	ATP1	P07251	545
YPL256C	CLN2	P20438	545
YDL085W	NDE2	Q07500	545
YBR270C	BIT2	P38346	545
YBR223C	TDP1	P38319	544
YPL212C	PUS1	Q12211	544
YDR235W	PRP42	Q03776	544
YOR002W	ALG6	Q12001	544
YBR222C	PCS60	P38137	543
YJL058C	BIT61	P47041	543
YJR152W	DAL5	P15365	543
YPR198W	SGE1	P33335	543
YLR023C	IZH3	Q07959	543
YNL189W	SRP1	Q02821	542
YDR057W	YOS9	Q99220	542
YML116W	ATR1	P13090	542
YIL166C	YIL166C	P40445	542
YIL121W	QDR2	P40474	542
YGL045W	RIM8	P53179	542
YGL028C	SCW11	P53189	542
YNL249C	MPA43	P53583	542
YPR088C	SRP54	P20424	541
YMR011W	HXT2	P23585	541
YHR006W	STP2	P38704	541
YGR119C	NUP57	P48837	541
YBL080C	PET112	P33893	541
YKR016W	MIC60	P36112	540
YPL214C	THI6	P41835	540
YNL318C	HXT14	P42833	540
YFL040W	YFL040W	P43562	540
YMR279C	YMR279C	Q03263	540
YAR002W	NUP60	P39705	539
YDR145W	TAF12	Q03761	539
YER014W	HEM14	P40012	539
YOR161C	PNS1	Q12412	539
YDR061W	YDR061W	Q12298	539
YHR135C	YCK1	P23291	538
YHR064C	SSZ1	P38788	538
YMR015C	ERG5	P54781	538
YLR020C	YEH2	Q07950	538
YDL207W	GLE1	Q12315	538
YIL045W	PIG2	P40187	538
YBR286W	APE3	P37302	537
YIR039C	YPS6	P40583	537
YOL033W	MSE1	P48525	536
YDR403W	DIT1	P21623	536
YML115C	VAN1	P23642	535
YBR103W	SIF2	P38262	535
YGR177C	ATF2	P53296	535
YFR006W	YFR006W	P43590	535
Q0045	COX1	P00401	534
YKL191W	DPH2	P32461	534
YNL199C	GCR2	Q01722	534
YDR434W	GPI17	Q04080	534
YDR299W	BFR2	Q06631	534
YOL123W	HRP1	Q99383	534
YJL014W	CCT3	P39077	534
YGR260W	TNA1	P53322	534
YDR147W	EKI1	Q03764	534
YJL153C	INO1	P11986	533
YER056C	FCY2	P17064	533
YDR195W	REF2	P42073	533
YDR488C	PAC11	P40960	533
YNL294C	RIM21	P48565	533
YIL162W	SUC2	P00724	532
YMR297W	PRC1	P00729	532
YMR110C	HFD1	Q04458	532
YHL017W	YHL017W	P38745	532
YDL020C	RPN4	Q03465	531
YLL055W	YCT1	Q12235	531
YHR007C	ERG11	P10614	530
YJR049C	UTR1	P21373	530
YKR023W	RQT4	P36119	530
YDL178W	DLD2	P46681	530
YDL030W	PRP9	P19736	530
YER060W-A	FCY22	Q12119	530
YBR239C	ERT1	P38140	529
YIL146C	ATG32	P40458	529
YPR162C	ORC4	P54791	529
YBR020W	GAL1	P04385	528
YKL045W	PRI2	P20457	528
YDL170W	UGA3	P26370	528
YNL077W	APJ1	P53940	528
YKL139W	CTK1	Q03957	528
YDL088C	ASM4	Q05166	528
YDL143W	CCT4	P39078	528
YAL028W	FRT2	P39734	528
YDR534C	FIT1	Q04433	528
YCL038C	ATG22	P25568	528
YER060W	FCY21	P40039	528
YER025W	GCD11	P32481	527
YKL074C	MUD2	P36084	527
YBR274W	CHK1	P38147	527
YDR072C	IPT1	P38954	527
YER052C	HOM3	P10869	527
YBR214W	SDS24	P38314	527
YIL142W	CCT2	P39076	527
YGL056C	SDS23	P53172	527
YNL138W	SRV2	P17555	526
YBL015W	ACH1	P32316	526
YHR207C	SET5	P38890	526
YML086C	ALO1	P54783	526
YGL190C	CDC55	Q00362	526
YOR360C	PDE2	P06776	526
YMR023C	MSS1	P32559	526
YHR151C	MTC6	P38849	526
YGL122C	NAB2	P32505	525
YBL054W	TOD6	P34219	525
YBR028C	YPK3	P38070	525
YOR377W	ATF1	P40353	525
YGR227W	DIE2	P50076	525
YMR217W	GUA1	P38625	525
YDL197C	ASF2	P32448	525
YKR005C	YKR005C	Q02203	525
YML096W	YML096W	Q04489	525
YER123W	YCK3	P39962	524
YML056C	IMD4	P50094	524
YMR215W	GAS3	Q03655	524
YNL295W	MRX6	P48564	524
YBR138C	YBR138C	P38277	524
YGL078C	DBP3	P20447	523
YHR216W	IMD2	P38697	523
YHR009C	TDA3	P38758	523
YER021W	RPN3	P40016	523
YLR432W	IMD3	P50095	523
YHR086W	NAM8	Q00539	523
YOR359W	VTS1	Q08831	523
YMR029C	FAR8	Q05040	523
YLR324W	PEX30	Q06169	523
YKL039W	PTM1	P32857	523
YBR250W	SPO23	P33757	523
YLR004C	THI73	Q07904	523
YPL247C	YPL247C	Q12523	523
YBR184W	YBR184W	P38299	523
YCL043C	PDI1	P17967	522
YNL116W	DMA2	P53924	522
YNL029C	KTR5	P53966	522
YDL156W	CMR1	Q12510	522
YOR355W	GDS1	P41913	522
YCL004W	PGS1	P25578	521
YOR306C	MCH5	Q08777	521
YDR501W	PLM2	Q04383	521
YCR068W	ATG15	P25641	520
YLR314C	CDC3	P32457	520
YBL019W	APN2	P38207	520
YBR227C	MCX1	P38323	520
YER006W	NUG1	P40010	520
YER073W	ALD5	P40047	520
YDR009W	GAL3	P13045	520
YOR374W	ALD4	P46367	519
YDR463W	STP1	Q00947	519
YMR013C	SEC59	P20048	519
YMR014W	BUD22	Q04347	519
YJR003C	MRX12	P47084	519
YCR098C	GIT1	P25346	518
YKL116C	PRR1	P28708	518
YEL042W	GDA1	P32621	518
YHR170W	NMD3	P38861	518
YHR168W	MTG2	P38860	518
YLR392C	ART10	P18634	518
YMR064W	AEP1	P32493	518
YER007W	PAC2	P39937	518
YBR127C	VMA2	P16140	517
YDR518W	EUG1	P32474	517
Q0115	BI3	Q9ZZW7	517
YAL022C	FUN26	P31381	517
YIL085C	KTR7	P40504	517
YPL272C	PBI1	Q08984	517
YIL097W	FYV10	P40492	516
YGL112C	TAF6	P53040	516
YOR149C	SMP3	Q04174	516
YKL047W	ANR2	P36090	516
YPR002W	PDH1	Q12428	516
YDL159W	STE7	P06784	515
YDR256C	CTA1	P15202	515
YCR072C	RSA4	P25382	515
YDR323C	PEP7	P32609	515
YJL013C	MAD3	P47074	515
YNR051C	BRE5	P53741	515
YOR378W	AMF1	Q08902	515
YMR285C	NGL2	Q03264	515
YKL103C	APE1	P14904	514
YJL025W	RRN7	P40992	514
YMR018W	PEX9	Q04364	514
YCR053W	THR4	P16120	514
YHR048W	YHK8	P38776	514
YJL194W	CDC6	P09119	513
YML120C	NDI1	P32340	513
YHR137W	ARO9	P38840	513
YDL101C	DUN1	P39009	513
YGR123C	PPT1	P53043	513
YPL122C	TFB2	Q02939	513
YMR093W	UTP15	Q04305	513
YDR169C	STB3	Q12427	513
YMR283C	RIT1	P23796	513
YIL001W	YIL001W	P40560	513
YML128C	MSC1	Q03104	513
YCL027W	FUS1	P11710	512
YGR059W	SPR3	P41901	512
YCR028C	FEN2	P25621	512
YGL158W	RCK1	P38622	512
YER096W	SHC1	P39000	512
YJR121W	ATP2	P00830	511
YJR010W	MET3	P08536	511
YFL016C	MDJ1	P35191	511
YMR004W	MVP1	P40959	511
YOR310C	NOP58	Q12499	511
YER078C	ICP55	P40051	511
YDR371W	CTS2	Q06350	511
YMR131C	RRB1	Q04225	511
YGL055W	OLE1	P21147	510
YMR300C	ADE4	P04046	510
YFL021W	GAT1	P43574	510
YML114C	TAF8	Q03750	510
YFR039C	OSW7	P43611	510
YMR177W	MMT1	Q03218	510
YJR015W	YJR015W	P47090	510
YLR345W	YLR345W	Q06137	509
YEL052W	AFG1	P32317	509
YOR231W	MKK1	P32490	508
YBR139W	ATG42	P38109	508
YMR020W	FMS1	P50264	508
YLR121C	YPS3	Q12303	508
YDL017W	CDC7	P06243	507
YGR155W	CYS4	P32582	507
YGR093W	DRN1	P53255	507
YGR189C	CRH1	P53301	507
YER090W	TRP2	P00899	507
YIL104C	SHQ1	P40486	507
YDR111C	ALT2	P52892	507
YML043C	RRN11	Q04712	507
YDR168W	CDC37	P06101	506
YPL140C	MKK2	P32491	506
YDL160C	DHH1	P39517	506
YOR347C	PYK2	P52489	506
YPL181W	CTI6	Q08923	506
YMR170C	ALD2	P47771	506
YMR169C	ALD3	P54114	506
YDR030C	RAD28	Q12021	506
YNL241C	ZWF1	P11412	505
YGR229C	SMI1	P32566	505
YLR015W	BRE2	P43132	505
YMR290C	HAS1	Q03532	505
YER064C	VHR2	P40041	505
YML118W	NGL3	Q03210	505
YGL035C	MIG1	P27705	504
YMR065W	KAR5	Q04746	504
YLR197W	NOP56	Q12460	504
YHR159W	TDA11	P38854	504
YMR221C	FMP42	Q04991	504
YFL022C	FRS2	P15625	503
YLL036C	PRP19	P32523	503
YGL065C	ALG2	P43636	503
YOL068C	HST1	P53685	503
YNL283C	WSC2	P53832	503
YDR539W	FDC1	Q03034	503
YKL175W	ZRT3	P34240	503
YGL017W	ATE1	P16639	503
YAL058W	CNE1	P27825	502
YKR063C	LAS1	P36146	502
YPL026C	SKS1	Q12505	502
YEL070W	DSF1	P0CX08	502
YDR470C	UGO1	Q03327	502
YLR033W	RSC58	Q07979	502
YDR522C	SPS2	P08459	502
YNR073C	MAN2	P0CX09	502
YLR094C	GIS3	Q12418	502
YJR051W	OSM1	P21375	501
YNR012W	URK1	P27515	501
YGL119W	COQ8	P27697	501
YHR065C	RRP3	P38712	501
YMR115W	MGR3	Q04472	501
YOL070C	NBA1	Q08229	501
YDL079C	MRK1	P50873	501
YBR056W	YBR056W	P38081	501
YOL119C	MCH4	Q08268	501
YAL038W	CDC19	P00549	500
YCL040W	GLK1	P17709	500
YDR036C	EHD3	P28817	500
YEL036C	ANP1	P32629	500
YNL169C	PSD1	P39006	500
YFR021W	ATG18	P43601	500
YGL202W	ARO8	P53090	500
YPL061W	ALD6	P54115	500
YDR516C	EMI2	Q04409	500
YDR330W	UBX5	Q06682	500
YFL018C	LPD1	P09624	499
YKL035W	UGP1	P32861	499
YHR070W	TRM5	P38793	499
YNL142W	MEP2	P41948	499
YFR010W	UBP6	P43593	499
YPL017C	IRC15	Q02733	499
YDR348C	PAL1	Q05518	499
YPL072W	UBP16	Q02863	499
YCL017C	NFS1	P25374	497
YJR054W	KCH1	P47114	497
YJR122W	IBA57	P47158	497
YOR351C	MEK1	P24719	497
YBR006W	UGA2	P38067	497
YFL027C	GYP8	P43570	497
YOL137W	BSC6	Q08280	497
YGR175C	ERG1	P32476	496
YEL071W	DLD3	P39976	496
YPL100W	ATG21	Q02887	496
YOL061W	PRS5	Q12265	496
YEL041W	YEF1	P32622	495
YBR126C	TPS1	Q00764	495
YDR132C	YDR132C	Q03900	495
YPL204W	HRR25	P29295	494
YDR082W	STN1	P38960	494
YOR269W	PAC1	P39946	494
YGR091W	PRP31	P49704	494
YNL223W	ATG4	P53867	494
YNL083W	SAL1	D6W196	494
YDR257C	RKM4	Q12504	494
YAL010C	MDM10	P18409	493
YEL016C	NPP2	P39997	493
YDR376W	ARH1	P48360	493
YNL119W	NCS2	P53923	493
YER122C	GLO3	P38682	493
YLR227C	ADY4	Q05955	493
YHL012W	YHL012W	P38709	493
YER051W	JHD1	P40034	492
YNL124W	NAF1	P53919	492
YOL112W	MSB4	Q12317	492
YCR024C	SLM5	P25345	492
YGR121C	MEP1	P40260	492
YPL097W	MSY1	P48527	492
YDR240C	SNU56	Q03782	492
YPL219W	PCL8	Q08966	492
YGR256W	GND2	P53319	492
YPR169W	JIP5	Q06214	492
YNL240C	NAR1	P23503	491
YPR119W	CLB2	P24869	491
YGL059W	PKP2	P53170	491
YLR190W	MMR1	Q06324	491
YOL049W	GSH2	Q08220	491
YCR045C	RRT12	P25381	491
YIL090W	ICE2	P40499	491
YDR182W	CDC1	P40986	491
YML126C	ERG13	P54839	491
YOR320C	GNT1	Q12096	491
YDL146W	LDB17	Q12342	491
YOL062C	APM4	Q99186	491
YDR523C	SPS1	P08458	490
YBR263W	SHM1	P37292	490
YBR283C	SSH1	P38353	490
YHR113W	APE4	P38821	490
YIL088C	AVT7	P40501	490
YJL091C	GWT1	P47026	490
YNL022C	RCM1	P53972	490
YMR070W	MOT3	P54785	490
YDL048C	STP4	Q07351	490
YNL053W	MSG5	P38590	489
YHR183W	GND1	P38720	489
YJL081C	ARP4	P80428	489
YLR183C	TOS4	Q06266	489
YDR402C	DIT2	P21595	489
YLL011W	SOF1	P33750	489
YER045C	ACA1	P39970	489
YPR138C	MEP3	P53390	489
YDL238C	GUD1	Q07729	489
YNR045W	PET494	P07390	489
YMR140W	SIP5	P40210	489
YNR069C	BSC5	P53755	489
YPL262W	FUM1	P08417	488
YPL254W	HFI1	Q12060	488
YBR241C	YBR241C	P38142	488
YCR066W	RAD18	P10862	487
YJR006W	POL31	P46957	487
YOR009W	TIR4	Q12218	487
YPL277C	YPL277C	Q08989	487
YGL253W	HXK2	P04807	486
YOR043W	WHI2	P12611	486
YBR083W	TEC1	P18412	486
YBL103C	RTG3	P38165	486
YER141W	COX15	P40086	486
YPR001W	CIT3	P43635	486
YGR211W	ZPR1	P53303	486
YNR053C	NOG2	P53742	486
YNL277W	MET2	P08465	486
YNL137C	NAM9	P27929	486
YGL104C	VPS73	P53142	486
YDL054C	MCH1	Q07376	486
YFR053C	HXK1	P04806	485
YLR108C	YLR108C	Q12259	485
YKL211C	TRP3	P00937	484
YIL131C	FKH1	P40466	484
YNL026W	SAM50	P53969	484
YHR030C	SLT2	Q00772	484
YOL030W	GAS5	Q08193	484
YOR119C	RIO1	Q12196	484
YOL144W	NOP8	Q08287	484
YDL089W	NUR1	Q12066	484
YOR216C	RUD3	Q12234	484
YPL224C	MMT2	Q08970	484
YCR052W	RSC6	P25632	483
YLR175W	CBF5	P33322	483
YBR288C	APM3	P38153	483
YBR247C	ENP1	P38333	483
YPL091W	GLR1	P41921	483
YNL239W	LAP3	Q01532	483
YDR514C	YDR514C	Q04408	483
YHR024C	MAS2	P11914	482
YNL071W	LAT1	P12695	482
YOR046C	DBP5	P20449	482
YGL097W	SRM1	P21827	482
YKL028W	TFA1	P36100	482
YDR388W	RVS167	P39743	482
YLR394W	CST9	Q06032	482
YDR524C	AGE1	Q04412	482
YLR359W	ADE13	Q05911	482
YFR044C	DUG1	P43616	481
YDR181C	SAS4	Q04003	481
YDR346C	SVF1	Q05515	481
YGL038C	OCH1	P31755	480
YLR378C	SEC61	P32915	480
YBR272C	HSM3	P38348	480
YNR058W	BIO3	P50277	480
YEL064C	AVT2	P39981	480
YNR001C	CIT1	P00890	479
YNL261W	ORC5	P50874	479
YGR255C	COQ6	P53318	479
YDR198C	RKM2	Q03942	479
